WATERSHED_ID,Date,Precipitation,Evapotranspiration,Water_Balance_delta_S
NWB_00008,01.03.2012,"31,90","9,10","22,80"
NWB_00008,01.04.2012,"25,70","48,80","-23,10"
NWB_00008,01.05.2012,"36,50","74,50","-38,00"
NWB_00008,01.06.2012,"51,10","73,40","-22,30"
NWB_00008,01.07.2012,"57,50","64,40","-6,90"
NWB_00008,01.08.2012,"33,40","60,60","-27,20"
NWB_00008,01.09.2012,"43,50","38,40","5,10"
NWB_00008,01.10.2012,"34,60","19,40","15,20"
NWB_00008,01.11.2012,"51,90","6,40","45,50"
NWB_00008,01.12.2012,"11,50","1,20","10,30"
NWB_00008,01.01.2013,"30,00","1,40","28,60"
NWB_00008,01.02.2013,"15,40","2,30","13,10"
NWB_00008,01.03.2013,"36,90","8,90","28,00"
NWB_00008,01.04.2013,"43,50","39,10","4,40"
NWB_00008,01.05.2013,"43,90","67,50","-23,60"
NWB_00008,01.06.2013,"17,70","78,10","-60,40"
NWB_00008,01.07.2013,"73,00","72,40","0,60"
NWB_00008,01.08.2013,"60,10","56,50","3,60"
NWB_00008,01.09.2013,"30,30","34,20","-3,90"
NWB_00008,01.10.2013,"25,50","19,10","6,40"
NWB_00008,01.11.2013,"30,90","12,20","18,70"
NWB_00008,01.12.2013,"28,60","3,60","25,00"
NWB_00008,01.01.2014,"28,10","1,70","26,40"
NWB_00008,01.02.2014,"18,90","2,10","16,80"
NWB_00008,01.03.2014,"38,40","13,10","25,30"
NWB_00008,01.04.2014,"26,40","38,80","-12,40"
NWB_00008,01.05.2014,"26,00","76,30","-50,30"
NWB_00008,01.06.2014,"34,90","80,60","-45,70"
NWB_00008,01.07.2014,"120,40","59,00","61,40"
NWB_00008,01.08.2014,"28,90","57,40","-28,50"
NWB_00008,01.09.2014,"29,90","31,70","-1,80"
NWB_00008,01.10.2014,"57,20","15,40","41,80"
NWB_00008,01.11.2014,"22,20","3,90","18,30"
NWB_00008,01.12.2014,"30,90","2,10","28,80"
NWB_00008,01.01.2015,"24,90","2,40","22,50"
NWB_00008,01.02.2015,"8,40","3,20","5,20"
NWB_00008,01.03.2015,"12,00","10,20","1,80"
NWB_00008,01.04.2015,"28,60","41,80","-13,20"
NWB_00008,01.05.2015,"70,00","72,80","-2,80"
NWB_00008,01.06.2015,"35,80","79,20","-43,40"
NWB_00008,01.07.2015,"107,50","65,00","42,50"
NWB_00008,01.08.2015,"65,00","54,00","11,00"
NWB_00008,01.09.2015,"33,50","37,20","-3,70"
NWB_00008,01.10.2015,"47,30","21,90","25,40"
NWB_00008,01.11.2015,"35,20","3,30","31,90"
NWB_00008,01.12.2015,"52,70","1,60","51,10"
NWB_00008,01.01.2016,"16,80","2,30","14,50"
NWB_00008,01.02.2016,"20,20","3,40","16,80"
NWB_00008,01.03.2016,"39,90","10,60","29,30"
NWB_00008,01.04.2016,"31,90","42,80","-10,90"
NWB_00008,01.05.2016,"19,20","78,40","-59,20"
NWB_00008,01.06.2016,"93,10","75,70","17,40"
NWB_00008,01.07.2016,"88,70","75,00","13,70"
NWB_00008,01.08.2016,"21,40","60,50","-39,10"
NWB_00008,01.09.2016,"41,80","41,90","-0,10"
NWB_00008,01.10.2016,"31,00","12,50","18,50"
NWB_00008,01.11.2016,"42,30","4,20","38,10"
NWB_00008,01.12.2016,"30,10","1,40","28,70"
NWB_00008,01.01.2017,"28,30","1,70","26,60"
NWB_00008,01.02.2017,"19,50","3,20","16,30"
NWB_00008,01.03.2017,"13,00","10,80","2,20"
NWB_00008,01.04.2017,"33,10","45,80","-12,70"
NWB_00008,01.05.2017,"47,00","74,60","-27,60"
NWB_00008,01.06.2017,"47,50","82,60","-35,10"
NWB_00008,01.07.2017,"55,80","71,70","-15,90"
NWB_00008,01.08.2017,"30,40","58,20","-27,80"
NWB_00008,01.09.2017,"30,60","35,10","-4,50"
NWB_00008,01.10.2017,"40,10","16,80","23,30"
NWB_00008,01.11.2017,"12,20","4,20","8,00"
NWB_00008,01.12.2017,"13,50","2,30","11,20"
NWB_00008,01.01.2018,"4,80","2,30","2,50"
NWB_00008,01.02.2018,"7,60","2,50","5,10"
NWB_00008,01.03.2018,"35,20","9,30","25,90"
NWB_00008,01.04.2018,"27,60","32,80","-5,20"
NWB_00008,01.05.2018,"54,60","64,10","-9,50"
NWB_00008,01.06.2018,"71,30","77,80","-6,50"
NWB_00008,01.07.2018,"55,50","75,60","-20,10"
NWB_00008,01.08.2018,"70,40","51,70","18,70"
NWB_00008,01.09.2018,"31,50","38,30","-6,80"
NWB_00008,01.10.2018,"37,70","24,90","12,80"
NWB_00008,01.11.2018,"37,50","8,30","29,20"
NWB_00008,01.12.2018,"13,50","1,30","12,20"
NWB_00008,01.01.2019,"18,40","2,00","16,40"
NWB_00008,01.02.2019,"18,80","2,40","16,40"
NWB_00008,01.03.2019,"20,40","13,50","6,90"
NWB_00008,01.04.2019,"23,30","39,10","-15,80"
NWB_00008,01.05.2019,"30,20","80,20","-50,00"
NWB_00008,01.06.2019,"61,60","66,90","-5,30"
NWB_00008,01.07.2019,"53,60","69,10","-15,50"
NWB_00008,01.08.2019,"58,30","53,70","4,60"
NWB_00008,01.09.2019,"51,70","39,10","12,60"
NWB_00008,01.10.2019,"40,00","24,50","15,50"
NWB_00008,01.11.2019,"18,00","7,80","10,20"
NWB_00008,01.12.2019,"26,50","2,10","24,40"
NWB_00008,01.01.2020,"29,60","2,00","27,60"
NWB_00008,01.02.2020,"25,10","3,50","21,60"
NWB_00008,01.03.2020,"21,80","17,40","4,40"
NWB_00008,01.04.2020,"56,00","51,90","4,10"
NWB_00008,01.05.2020,"57,70","78,00","-20,30"
NWB_00008,01.06.2020,"32,70","74,50","-41,80"
NWB_00008,01.07.2020,"27,30","72,40","-45,10"
NWB_00008,01.08.2020,"42,70","57,70","-15,00"
NWB_00008,01.09.2020,"38,30","34,40","3,90"
NWB_00008,01.10.2020,"37,80","20,70","17,10"
NWB_00008,01.11.2020,"31,90","8,20","23,70"
NWB_00008,01.12.2020,"15,10","1,80","13,30"
NWB_00008,01.01.2021,"18,00","1,80","16,20"
NWB_00008,01.02.2021,"31,90","2,30","29,60"
NWB_00008,01.03.2021,"27,70","8,70","19,00"
NWB_00008,01.04.2021,"12,50","41,80","-29,30"
NWB_00008,01.05.2021,"16,20","89,90","-73,70"
NWB_00008,01.06.2021,"20,90","63,30","-42,40"
NWB_00008,01.07.2021,"68,30","57,70","10,60"
NWB_00008,01.08.2021,"27,50","41,60","-14,10"
NWB_00008,01.09.2021,"25,40","30,90","-5,50"
NWB_00008,01.10.2021,"21,80","18,50","3,30"
NWB_00008,01.11.2021,"18,10","10,40","7,70"
NWB_00008,01.12.2021,"24,90","2,10","22,80"
NWB_00008,01.01.2022,"23,00","1,90","21,10"
NWB_00008,01.02.2022,"10,30","3,10","7,20"
NWB_00008,01.03.2022,"26,20","8,80","17,40"
NWB_00008,01.04.2022,"18,40","44,90","-26,50"
NWB_00008,01.05.2022,"43,60","76,90","-33,30"
NWB_00008,01.06.2022,"70,30","71,10","-0,80"
NWB_00008,01.07.2022,"47,80","64,30","-16,50"
NWB_00008,01.08.2022,"17,60","43,50","-25,90"
NWB_00008,01.09.2022,"34,20","27,30","6,90"
NWB_00008,01.10.2022,"19,10","19,80","-0,70"
NWB_00008,01.11.2022,"40,50","6,70","33,80"
NWB_00008,01.12.2022,"19,30","1,70","17,60"
NWB_00008,01.01.2023,"19,40","3,10","16,30"
NWB_00008,01.02.2023,"24,80","2,40","22,40"
NWB_00008,01.03.2023,"23,20","13,60","9,60"
NWB_00008,01.04.2023,"6,90","45,60","-38,70"
NWB_00008,01.05.2023,"14,10","82,40","-68,30"
NWB_00008,01.06.2023,"72,30","64,10","8,20"
NWB_00008,01.07.2023,"38,80","63,50","-24,70"
NWB_00008,01.08.2023,"43,70","40,80","2,90"
NWB_00008,01.09.2023,"29,60","36,10","-6,50"
NWB_00008,01.10.2023,"46,70","21,60","25,10"
NWB_00008,01.11.2023,"31,30","7,00","24,30"
NWB_00008,01.12.2023,"46,80","1,40","45,40"
NWB_00009,01.01.2000,"18,60","2,00","16,60"
NWB_00009,01.02.2000,"24,80","2,20","22,60"
NWB_00009,01.03.2000,"13,40","7,90","5,50"
NWB_00009,01.04.2000,"20,40","40,60","-20,20"
NWB_00009,01.05.2000,"54,50","63,70","-9,20"
NWB_00009,01.06.2000,"46,30","70,50","-24,20"
NWB_00009,01.07.2000,"34,00","50,70","-16,70"
NWB_00009,01.08.2000,"36,10","37,20","-1,10"
NWB_00009,01.09.2000,"31,90","26,60","5,30"
NWB_00009,01.10.2000,"29,20","13,60","15,60"
NWB_00009,01.11.2000,"16,50","4,80","11,70"
NWB_00009,01.12.2000,"31,40","1,60","29,80"
NWB_00009,01.01.2001,"28,60","2,00","26,60"
NWB_00009,01.02.2001,"25,80","2,70","23,10"
NWB_00009,01.03.2001,"29,50","12,10","17,40"
NWB_00009,01.04.2001,"16,20","40,40","-24,20"
NWB_00009,01.05.2001,"25,10","71,80","-46,70"
NWB_00009,01.06.2001,"54,60","60,90","-6,30"
NWB_00009,01.07.2001,"61,60","60,20","1,40"
NWB_00009,01.08.2001,"75,80","48,40","27,40"
NWB_00009,01.09.2001,"34,90","35,00","-0,10"
NWB_00009,01.10.2001,"58,40","20,40","38,00"
NWB_00009,01.11.2001,"34,40","7,10","27,30"
NWB_00009,01.12.2001,"11,70","1,40","10,30"
NWB_00009,01.01.2002,"35,40","2,60","32,80"
NWB_00009,01.02.2002,"22,00","3,40","18,60"
NWB_00009,01.03.2002,"34,00","13,40","20,60"
NWB_00009,01.04.2002,"24,50","36,10","-11,60"
NWB_00009,01.05.2002,"40,10","67,60","-27,50"
NWB_00009,01.06.2002,"52,00","66,40","-14,40"
NWB_00009,01.07.2002,"27,40","61,70","-34,30"
NWB_00009,01.08.2002,"48,70","49,80","-1,10"
NWB_00009,01.09.2002,"19,60","40,70","-21,10"
NWB_00009,01.10.2002,"28,90","22,20","6,70"
NWB_00009,01.11.2002,"38,30","5,90","32,40"
NWB_00009,01.12.2002,"16,70","1,50","15,20"
NWB_00009,01.01.2003,"16,80","2,30","14,50"
NWB_00009,01.02.2003,"8,90","2,70","6,20"
NWB_00009,01.03.2003,"12,80","7,10","5,70"
NWB_00009,01.04.2003,"20,20","34,40","-14,20"
NWB_00009,01.05.2003,"42,10","68,30","-26,20"
NWB_00009,01.06.2003,"56,70","66,70","-10,00"
NWB_00009,01.07.2003,"55,40","59,20","-3,80"
NWB_00009,01.08.2003,"27,50","49,50","-22,00"
NWB_00009,01.09.2003,"22,30","30,50","-8,20"
NWB_00009,01.10.2003,"27,70","13,30","14,40"
NWB_00009,01.11.2003,"17,10","5,90","11,20"
NWB_00009,01.12.2003,"18,30","2,80","15,50"
NWB_00009,01.01.2004,"7,40","1,20","6,20"
NWB_00009,01.02.2004,"21,90","2,20","19,70"
NWB_00009,01.03.2004,"21,40","8,00","13,40"
NWB_00009,01.04.2004,"33,20","37,40","-4,20"
NWB_00009,01.05.2004,"17,10","80,50","-63,40"
NWB_00009,01.06.2004,"29,20","62,60","-33,40"
NWB_00009,01.07.2004,"31,40","40,90","-9,50"
NWB_00009,01.08.2004,"41,50","41,00","0,50"
NWB_00009,01.09.2004,"32,80","24,70","8,10"
NWB_00009,01.10.2004,"48,30","18,70","29,60"
NWB_00009,01.11.2004,"34,70","6,10","28,60"
NWB_00009,01.12.2004,"39,80","1,90","37,90"
NWB_00009,01.01.2005,"20,70","1,30","19,40"
NWB_00009,01.02.2005,"7,10","1,90","5,20"
NWB_00009,01.03.2005,"30,40","9,10","21,30"
NWB_00009,01.04.2005,"18,10","37,30","-19,20"
NWB_00009,01.05.2005,"48,00","71,20","-23,20"
NWB_00009,01.06.2005,"45,80","72,20","-26,40"
NWB_00009,01.07.2005,"54,70","63,50","-8,80"
NWB_00009,01.08.2005,"67,50","44,70","22,80"
NWB_00009,01.09.2005,"17,80","40,10","-22,30"
NWB_00009,01.10.2005,"14,00","17,40","-3,40"
NWB_00009,01.11.2005,"11,50","5,80","5,70"
NWB_00009,01.12.2005,"10,90","2,40","8,50"
NWB_00009,01.01.2006,"14,90","1,40","13,50"
NWB_00009,01.02.2006,"15,00","2,60","12,40"
NWB_00009,01.03.2006,"14,70","15,70","-1,00"
NWB_00009,01.04.2006,"37,90","37,70","0,20"
NWB_00009,01.05.2006,"25,30","65,30","-40,00"
NWB_00009,01.06.2006,"45,90","67,10","-21,20"
NWB_00009,01.07.2006,"34,70","46,30","-11,60"
NWB_00009,01.08.2006,"31,30","30,20","1,10"
NWB_00009,01.09.2006,"34,00","28,90","5,10"
NWB_00009,01.10.2006,"41,20","14,90","26,30"
NWB_00009,01.11.2006,"35,30","6,70","28,60"
NWB_00009,01.12.2006,"35,20","3,10","32,10"
NWB_00009,01.01.2007,"23,50","2,60","20,90"
NWB_00009,01.02.2007,"28,10","2,10","26,00"
NWB_00009,01.03.2007,"11,10","6,60","4,50"
NWB_00009,01.04.2007,"28,30","38,40","-10,10"
NWB_00009,01.05.2007,"52,70","70,60","-17,90"
NWB_00009,01.06.2007,"39,80","72,80","-33,00"
NWB_00009,01.07.2007,"63,70","65,50","-1,80"
NWB_00009,01.08.2007,"22,90","45,30","-22,40"
NWB_00009,01.09.2007,"28,10","26,40","1,70"
NWB_00009,01.10.2007,"16,50","17,00","-0,50"
NWB_00009,01.11.2007,"15,40","7,90","7,50"
NWB_00009,01.12.2007,"15,50","2,20","13,30"
NWB_00009,01.01.2008,"6,10","1,10","5,00"
NWB_00009,01.02.2008,"21,40","3,20","18,20"
NWB_00009,01.03.2008,"33,60","16,10","17,50"
NWB_00009,01.04.2008,"15,80","44,90","-29,10"
NWB_00009,01.05.2008,"28,70","65,70","-37,00"
NWB_00009,01.06.2008,"39,70","60,20","-20,50"
NWB_00009,01.07.2008,"47,20","62,90","-15,70"
NWB_00009,01.08.2008,"27,30","32,20","-4,90"
NWB_00009,01.09.2008,"37,30","23,40","13,90"
NWB_00009,01.10.2008,"25,00","13,70","11,30"
NWB_00009,01.11.2008,"19,30","8,20","11,10"
NWB_00009,01.12.2008,"10,90","4,30","6,60"
NWB_00009,01.01.2009,"24,80","2,00","22,80"
NWB_00009,01.02.2009,"32,40","1,80","30,60"
NWB_00009,01.03.2009,"16,70","10,40","6,30"
NWB_00009,01.04.2009,"35,30","41,00","-5,70"
NWB_00009,01.05.2009,"45,70","72,70","-27,00"
NWB_00009,01.06.2009,"25,80","59,30","-33,50"
NWB_00009,01.07.2009,"48,80","46,90","1,90"
NWB_00009,01.08.2009,"48,10","37,40","10,70"
NWB_00009,01.09.2009,"18,20","28,00","-9,80"
NWB_00009,01.10.2009,"27,30","17,60","9,70"
NWB_00009,01.11.2009,"19,50","6,60","12,90"
NWB_00009,01.12.2009,"20,50","1,90","18,60"
NWB_00009,01.01.2010,"19,30","1,90","17,40"
NWB_00009,01.02.2010,"11,00","2,40","8,60"
NWB_00009,01.03.2010,"26,30","6,80","19,50"
NWB_00009,01.04.2010,"16,30","43,20","-26,90"
NWB_00009,01.05.2010,"19,80","71,00","-51,20"
NWB_00009,01.06.2010,"18,20","65,40","-47,20"
NWB_00009,01.07.2010,"20,90","33,40","-12,50"
NWB_00009,01.08.2010,"24,40","30,70","-6,30"
NWB_00009,01.09.2010,"16,30","16,70","-0,40"
NWB_00009,01.10.2010,"10,80","15,20","-4,40"
NWB_00009,01.11.2010,"41,80","11,60","30,20"
NWB_00009,01.12.2010,"24,70","4,30","20,40"
NWB_00009,01.01.2011,"4,80","1,80","3,00"
NWB_00009,01.02.2011,"18,50","1,90","16,60"
NWB_00009,01.03.2011,"22,50","7,30","15,20"
NWB_00009,01.04.2011,"29,00","43,20","-14,20"
NWB_00009,01.05.2011,"43,80","71,40","-27,60"
NWB_00009,01.06.2011,"72,30","66,10","6,20"
NWB_00009,01.07.2011,"55,50","60,10","-4,60"
NWB_00009,01.08.2011,"37,00","42,80","-5,80"
NWB_00009,01.09.2011,"24,70","28,80","-4,10"
NWB_00009,01.10.2011,"29,00","14,80","14,20"
NWB_00009,01.11.2011,"26,40","6,90","19,50"
NWB_00009,01.12.2011,"11,00","1,60","9,40"
NWB_00009,01.01.2012,"1,60","0,90","0,70"
NWB_00009,01.02.2012,"3,60","2,10","1,50"
NWB_00009,01.03.2012,"28,30","9,10","19,20"
NWB_00009,01.04.2012,"18,90","51,40","-32,50"
NWB_00009,01.05.2012,"34,40","74,80","-40,40"
NWB_00009,01.06.2012,"50,00","57,70","-7,70"
NWB_00009,01.07.2012,"51,40","45,40","6,00"
NWB_00009,01.08.2012,"28,70","46,50","-17,80"
NWB_00009,01.09.2012,"23,70","26,50","-2,80"
NWB_00009,01.10.2012,"30,00","18,10","11,90"
NWB_00009,01.11.2012,"39,00","6,90","32,10"
NWB_00009,01.12.2012,"15,90","1,50","14,40"
NWB_00009,01.01.2013,"33,10","1,60","31,50"
NWB_00009,01.02.2013,"13,90","2,20","11,70"
NWB_00009,01.03.2013,"30,20","8,70","21,50"
NWB_00009,01.04.2013,"44,30","42,20","2,10"
NWB_00009,01.05.2013,"40,10","69,20","-29,10"
NWB_00009,01.06.2013,"18,10","78,80","-60,70"
NWB_00009,01.07.2013,"85,90","64,90","21,00"
NWB_00009,01.08.2013,"72,90","56,20","16,70"
NWB_00009,01.09.2013,"28,80","37,50","-8,70"
NWB_00009,01.10.2013,"24,60","20,80","3,80"
NWB_00009,01.11.2013,"20,90","11,50","9,40"
NWB_00009,01.12.2013,"40,80","3,20","37,60"
NWB_00009,01.01.2014,"25,50","2,00","23,50"
NWB_00009,01.02.2014,"19,10","2,10","17,00"
NWB_00009,01.03.2014,"18,20","11,00","7,20"
NWB_00009,01.04.2014,"28,30","40,00","-11,70"
NWB_00009,01.05.2014,"24,70","72,00","-47,30"
NWB_00009,01.06.2014,"35,00","68,40","-33,40"
NWB_00009,01.07.2014,"81,80","55,80","26,00"
NWB_00009,01.08.2014,"17,60","42,80","-25,20"
NWB_00009,01.09.2014,"26,80","24,50","2,30"
NWB_00009,01.10.2014,"40,20","18,00","22,20"
NWB_00009,01.11.2014,"25,20","3,50","21,70"
NWB_00009,01.12.2014,"26,60","1,80","24,80"
NWB_00009,01.01.2015,"24,40","1,90","22,50"
NWB_00009,01.02.2015,"11,10","2,40","8,70"
NWB_00009,01.03.2015,"16,70","7,40","9,30"
NWB_00009,01.04.2015,"31,10","38,90","-7,80"
NWB_00009,01.05.2015,"72,20","67,90","4,30"
NWB_00009,01.06.2015,"39,70","74,60","-34,90"
NWB_00009,01.07.2015,"65,10","60,80","4,30"
NWB_00009,01.08.2015,"37,90","57,10","-19,20"
NWB_00009,01.09.2015,"23,30","34,10","-10,80"
NWB_00009,01.10.2015,"33,50","20,90","12,60"
NWB_00009,01.11.2015,"35,40","4,40","31,00"
NWB_00009,01.12.2015,"50,80","1,90","48,90"
NWB_00009,01.01.2016,"23,50","2,40","21,10"
NWB_00009,01.02.2016,"19,60","3,40","16,20"
NWB_00009,01.03.2016,"32,20","11,30","20,90"
NWB_00009,01.04.2016,"32,10","42,50","-10,40"
NWB_00009,01.05.2016,"19,70","76,30","-56,60"
NWB_00009,01.06.2016,"68,60","69,20","-0,60"
NWB_00009,01.07.2016,"68,00","65,30","2,70"
NWB_00009,01.08.2016,"16,00","49,20","-33,20"
NWB_00009,01.09.2016,"45,80","39,80","6,00"
NWB_00009,01.10.2016,"27,40","12,90","14,50"
NWB_00009,01.11.2016,"30,90","5,00","25,90"
NWB_00009,01.12.2016,"43,80","2,10","41,70"
NWB_00009,01.01.2017,"26,50","2,10","24,40"
NWB_00009,01.02.2017,"15,40","2,50","12,90"
NWB_00009,01.03.2017,"15,70","8,40","7,30"
NWB_00009,01.04.2017,"27,80","44,20","-16,40"
NWB_00009,01.05.2017,"43,10","78,30","-35,20"
NWB_00009,01.06.2017,"22,60","72,40","-49,80"
NWB_00009,01.07.2017,"45,30","55,30","-10,00"
NWB_00009,01.08.2017,"11,10","32,60","-21,50"
NWB_00009,01.09.2017,"22,60","25,00","-2,40"
NWB_00009,01.10.2017,"35,80","16,70","19,10"
NWB_00009,01.11.2017,"22,80","6,20","16,60"
NWB_00009,01.12.2017,"15,10","2,20","12,90"
NWB_00009,01.01.2018,"11,30","2,00","9,30"
NWB_00009,01.02.2018,"8,30","2,30","6,00"
NWB_00009,01.03.2018,"33,20","7,30","25,90"
NWB_00009,01.04.2018,"27,80","34,40","-6,60"
NWB_00009,01.05.2018,"43,50","65,50","-22,00"
NWB_00009,01.06.2018,"55,60","73,00","-17,40"
NWB_00009,01.07.2018,"36,30","54,20","-17,90"
NWB_00009,01.08.2018,"68,40","43,00","25,40"
NWB_00009,01.09.2018,"22,80","29,90","-7,10"
NWB_00009,01.10.2018,"44,60","20,60","24,00"
NWB_00009,01.11.2018,"31,10","6,70","24,40"
NWB_00009,01.12.2018,"10,60","1,40","9,20"
NWB_00009,01.01.2019,"15,00","1,80","13,20"
NWB_00009,01.02.2019,"17,50","2,00","15,50"
NWB_00009,01.03.2019,"18,60","10,90","7,70"
NWB_00009,01.04.2019,"27,70","41,20","-13,50"
NWB_00009,01.05.2019,"24,20","73,90","-49,70"
NWB_00009,01.06.2019,"45,80","61,30","-15,50"
NWB_00009,01.07.2019,"38,60","49,80","-11,20"
NWB_00009,01.08.2019,"37,60","37,70","-0,10"
NWB_00009,01.09.2019,"52,40","40,20","12,20"
NWB_00009,01.10.2019,"29,60","24,40","5,20"
NWB_00009,01.11.2019,"28,60","6,50","22,10"
NWB_00009,01.12.2019,"28,30","2,00","26,30"
NWB_00009,01.01.2020,"40,00","2,30","37,70"
NWB_00009,01.02.2020,"29,30","3,10","26,20"
NWB_00009,01.03.2020,"11,40","11,80","-0,40"
NWB_00009,01.04.2020,"50,10","51,30","-1,20"
NWB_00009,01.05.2020,"27,00","79,50","-52,50"
NWB_00009,01.06.2020,"38,30","70,60","-32,30"
NWB_00009,01.07.2020,"44,40","59,20","-14,80"
NWB_00009,01.08.2020,"31,40","47,60","-16,20"
NWB_00009,01.09.2020,"35,00","27,40","7,60"
NWB_00009,01.10.2020,"25,30","20,90","4,40"
NWB_00009,01.11.2020,"32,20","7,70","24,50"
NWB_00009,01.12.2020,"12,80","1,90","10,90"
NWB_00009,01.01.2021,"15,00","2,10","12,90"
NWB_00009,01.02.2021,"35,30","2,30","33,00"
NWB_00009,01.03.2021,"29,20","6,50","22,70"
NWB_00009,01.04.2021,"12,20","38,80","-26,60"
NWB_00009,01.05.2021,"21,30","81,20","-59,90"
NWB_00009,01.06.2021,"20,20","51,60","-31,40"
NWB_00009,01.07.2021,"42,60","43,80","-1,20"
NWB_00009,01.08.2021,"21,80","26,70","-4,90"
NWB_00009,01.09.2021,"29,50","28,30","1,20"
NWB_00009,01.10.2021,"16,50","18,70","-2,20"
NWB_00009,01.11.2021,"28,50","10,20","18,30"
NWB_00009,01.12.2021,"20,20","2,20","18,00"
NWB_00009,01.01.2022,"21,70","2,00","19,70"
NWB_00009,01.02.2022,"17,00","2,60","14,40"
NWB_00009,01.03.2022,"27,60","6,50","21,10"
NWB_00009,01.04.2022,"12,10","46,50","-34,40"
NWB_00009,01.05.2022,"24,90","78,30","-53,40"
NWB_00009,01.06.2022,"45,70","58,00","-12,30"
NWB_00009,01.07.2022,"46,10","45,80","0,30"
NWB_00009,01.08.2022,"16,80","36,30","-19,50"
NWB_00009,01.09.2022,"23,80","21,40","2,40"
NWB_00009,01.10.2022,"26,40","15,30","11,10"
NWB_00009,01.11.2022,"45,80","6,70","39,10"
NWB_00009,01.12.2022,"16,00","1,80","14,20"
NWB_00009,01.01.2023,"21,10","2,60","18,50"
NWB_00009,01.02.2023,"22,80","2,70","20,10"
NWB_00009,01.03.2023,"20,20","12,20","8,00"
NWB_00009,01.04.2023,"25,70","44,50","-18,80"
NWB_00009,01.05.2023,"17,20","79,30","-62,10"
NWB_00009,01.06.2023,"38,80","62,80","-24,00"
NWB_00009,01.07.2023,"30,60","48,10","-17,50"
NWB_00009,01.08.2023,"48,00","37,70","10,30"
NWB_00009,01.09.2023,"41,20","32,30","8,90"
NWB_00009,01.10.2023,"38,30","20,50","17,80"
NWB_00009,01.11.2023,"36,80","7,70","29,10"
NWB_00009,01.12.2023,"51,20","2,10","49,10"
NWB_00002,01.01.2000,"18,90","2,20","16,70"
NWB_00002,01.02.2000,"18,40","2,90","15,50"
NWB_00002,01.03.2000,"10,90","9,10","1,80"
NWB_00002,01.04.2000,"17,00","44,70","-27,70"
NWB_00002,01.05.2000,"87,30","63,30","24,00"
NWB_00002,01.06.2000,"52,30","75,40","-23,10"
NWB_00002,01.07.2000,"26,70","59,20","-32,50"
NWB_00002,01.08.2000,"38,80","48,00","-9,20"
NWB_00002,01.09.2000,"29,40","28,30","1,10"
NWB_00002,01.10.2000,"31,60","14,50","17,10"
NWB_00002,01.11.2000,"24,80","5,90","18,90"
NWB_00002,01.12.2000,"29,80","2,60","27,20"
NWB_00002,01.01.2001,"26,00","2,90","23,10"
NWB_00002,01.02.2001,"17,20","3,20","14,00"
NWB_00002,01.03.2001,"17,80","16,30","1,50"
NWB_00002,01.04.2001,"26,40","43,00","-16,60"
NWB_00002,01.05.2001,"23,30","80,30","-57,00"
NWB_00002,01.06.2001,"71,70","70,50","1,20"
NWB_00002,01.07.2001,"70,20","65,70","4,50"
NWB_00002,01.08.2001,"47,30","51,00","-3,70"
NWB_00002,01.09.2001,"33,60","34,90","-1,30"
NWB_00002,01.10.2001,"51,70","22,60","29,10"
NWB_00002,01.11.2001,"22,80","10,10","12,70"
NWB_00002,01.12.2001,"12,30","2,10","10,20"
NWB_00002,01.01.2002,"22,60","4,90","17,70"
NWB_00002,01.02.2002,"17,70","4,50","13,20"
NWB_00002,01.03.2002,"31,80","23,20","8,60"
NWB_00002,01.04.2002,"34,30","37,00","-2,70"
NWB_00002,01.05.2002,"31,60","74,20","-42,60"
NWB_00002,01.06.2002,"58,50","70,90","-12,40"
NWB_00002,01.07.2002,"45,40","67,80","-22,40"
NWB_00002,01.08.2002,"37,40","49,70","-12,30"
NWB_00002,01.09.2002,"22,40","41,00","-18,60"
NWB_00002,01.10.2002,"22,70","20,30","2,40"
NWB_00002,01.11.2002,"38,40","7,90","30,50"
NWB_00002,01.12.2002,"15,50","2,10","13,40"
NWB_00002,01.01.2003,"14,40","3,20","11,20"
NWB_00002,01.02.2003,"9,80","3,10","6,70"
NWB_00002,01.03.2003,"13,50","8,40","5,10"
NWB_00002,01.04.2003,"16,10","35,70","-19,60"
NWB_00002,01.05.2003,"35,10","73,80","-38,70"
NWB_00002,01.06.2003,"34,90","58,50","-23,60"
NWB_00002,01.07.2003,"52,20","52,60","-0,40"
NWB_00002,01.08.2003,"31,80","45,20","-13,40"
NWB_00002,01.09.2003,"24,20","27,90","-3,70"
NWB_00002,01.10.2003,"19,90","12,00","7,90"
NWB_00002,01.11.2003,"16,20","6,90","9,30"
NWB_00002,01.12.2003,"14,10","3,70","10,40"
NWB_00002,01.01.2004,"9,40","1,60","7,80"
NWB_00002,01.02.2004,"20,40","3,30","17,10"
NWB_00002,01.03.2004,"21,00","12,10","8,90"
NWB_00002,01.04.2004,"37,90","40,00","-2,10"
NWB_00002,01.05.2004,"19,80","81,50","-61,70"
NWB_00002,01.06.2004,"37,60","63,50","-25,90"
NWB_00002,01.07.2004,"33,00","51,10","-18,10"
NWB_00002,01.08.2004,"48,60","44,50","4,10"
NWB_00002,01.09.2004,"28,00","36,70","-8,70"
NWB_00002,01.10.2004,"29,00","24,20","4,80"
NWB_00002,01.11.2004,"26,60","9,30","17,30"
NWB_00002,01.12.2004,"31,80","3,50","28,30"
NWB_00002,01.01.2005,"13,40","1,60","11,80"
