WATERSHED_ID,Date,Precipitation,Evapotranspiration,Water_Balance_delta_S
SWB_00002,01.01.2012,"8,70","2,30","6,40"
SWB_00002,01.02.2012,"12,50","2,60","9,90"
SWB_00002,01.03.2012,"20,60","15,50","5,10"
SWB_00002,01.04.2012,"15,10","51,70","-36,60"
SWB_00002,01.05.2012,"22,30","55,50","-33,20"
SWB_00002,01.06.2012,"35,60","48,00","-12,40"
SWB_00002,01.07.2012,"25,70","43,00","-17,30"
SWB_00002,01.08.2012,"21,00","30,80","-9,80"
SWB_00002,01.09.2012,"16,20","21,60","-5,40"
SWB_00002,01.10.2012,"18,50","16,50","2,00"
SWB_00002,01.11.2012,"29,50","10,10","19,40"
SWB_00002,01.12.2012,"28,20","2,50","25,70"
SWB_00002,01.01.2013,"24,40","2,20","22,20"
SWB_00002,01.02.2013,"10,80","3,00","7,80"
SWB_00002,01.03.2013,"21,80","24,20","-2,40"
SWB_00002,01.04.2013,"26,40","47,00","-20,60"
SWB_00002,01.05.2013,"28,00","56,50","-28,50"
SWB_00002,01.06.2013,"42,70","54,00","-11,30"
SWB_00002,01.07.2013,"35,70","51,90","-16,20"
SWB_00002,01.08.2013,"35,20","41,90","-6,70"
SWB_00002,01.09.2013,"13,60","25,90","-12,30"
SWB_00002,01.10.2013,"10,60","15,10","-4,50"
SWB_00002,01.11.2013,"15,80","8,90","6,90"
SWB_00002,01.12.2013,"19,30","6,50","12,80"
SWB_00002,01.01.2014,"34,10","2,80","31,30"
SWB_00002,01.02.2014,"17,60","1,90","15,70"
SWB_00002,01.03.2014,"12,80","17,80","-5,00"
SWB_00002,01.04.2014,"34,80","43,30","-8,50"
SWB_00002,01.05.2014,"21,20","60,20","-39,00"
SWB_00002,01.06.2014,"21,10","43,00","-21,90"
SWB_00002,01.07.2014,"27,50","35,90","-8,40"
SWB_00002,01.08.2014,"12,90","26,80","-13,90"
SWB_00002,01.09.2014,"23,70","20,10","3,60"
SWB_00002,01.10.2014,"49,10","19,10","30,00"
SWB_00002,01.11.2014,"24,20","7,50","16,70"
SWB_00002,01.12.2014,"11,30","3,80","7,50"
SWB_00002,01.01.2015,"22,90","2,50","20,40"
SWB_00002,01.02.2015,"16,50","5,10","11,40"
SWB_00002,01.03.2015,"24,60","17,80","6,80"
SWB_00002,01.04.2015,"26,10","46,70","-20,60"
SWB_00002,01.05.2015,"39,60","62,00","-22,40"
SWB_00002,01.06.2015,"30,70","55,80","-25,10"
SWB_00002,01.07.2015,"20,50","44,50","-24,00"
SWB_00002,01.08.2015,"25,90","51,00","-25,10"
SWB_00002,01.09.2015,"32,00","32,20","-0,20"
SWB_00002,01.10.2015,"36,90","23,70","13,20"
SWB_00002,01.11.2015,"44,20","7,40","36,80"
SWB_00002,01.12.2015,"36,80","5,20","31,60"
SWB_00002,01.01.2016,"53,80","4,40","49,40"
SWB_00002,01.02.2016,"8,60","5,80","2,80"
SWB_00002,01.03.2016,"26,30","24,80","1,50"
SWB_00002,01.04.2016,"36,70","47,60","-10,90"
SWB_00002,01.05.2016,"59,20","68,80","-9,60"
SWB_00002,01.06.2016,"56,30","70,00","-13,70"
SWB_00002,01.07.2016,"62,50","67,50","-5,00"
SWB_00002,01.08.2016,"15,80","52,70","-36,90"
SWB_00002,01.09.2016,"16,40","29,50","-13,10"
SWB_00002,01.10.2016,"46,70","18,40","28,30"
SWB_00002,01.11.2016,"36,30","9,10","27,20"
SWB_00002,01.12.2016,"30,40","3,40","27,00"
SWB_00002,01.01.2017,"12,70","1,80","10,90"
SWB_00002,01.02.2017,"21,40","2,80","18,60"
SWB_00002,01.03.2017,"14,20","18,30","-4,10"
SWB_00002,01.04.2017,"46,10","45,70","0,40"
SWB_00002,01.05.2017,"36,60","72,10","-35,50"
SWB_00002,01.06.2017,"48,30","62,70","-14,40"
SWB_00002,01.07.2017,"14,10","47,70","-33,60"
SWB_00002,01.08.2017,"18,80","35,10","-16,30"
SWB_00002,01.09.2017,"21,30","26,50","-5,20"
SWB_00002,01.10.2017,"23,80","23,50","0,30"
SWB_00002,01.11.2017,"19,80","10,70","9,10"
SWB_00002,01.12.2017,"24,20","5,20","19,00"
SWB_00002,01.01.2018,"8,50","3,30","5,20"
SWB_00002,01.02.2018,"14,80","5,40","9,40"
SWB_00002,01.03.2018,"51,60","24,00","27,60"
SWB_00002,01.04.2018,"28,80","48,40","-19,60"
SWB_00002,01.05.2018,"31,10","57,70","-26,60"
SWB_00002,01.06.2018,"32,20","47,10","-14,90"
SWB_00002,01.07.2018,"27,20","42,50","-15,30"
SWB_00002,01.08.2018,"29,80","35,70","-5,90"
SWB_00002,01.09.2018,"18,30","24,60","-6,30"
SWB_00002,01.10.2018,"28,80","18,40","10,40"
SWB_00002,01.11.2018,"41,90","6,80","35,10"
SWB_00002,01.12.2018,"24,60","4,30","20,30"
SWB_00002,01.01.2019,"19,40","2,80","16,60"
SWB_00002,01.02.2019,"18,40","3,60","14,80"
SWB_00002,01.03.2019,"12,00","22,30","-10,30"
SWB_00002,01.04.2019,"40,20","46,10","-5,90"
SWB_00002,01.05.2019,"38,80","65,60","-26,80"
SWB_00002,01.06.2019,"57,10","60,40","-3,30"
SWB_00002,01.07.2019,"19,20","45,30","-26,10"
SWB_00002,01.08.2019,"29,70","36,30","-6,60"
SWB_00002,01.09.2019,"29,90","28,80","1,10"
SWB_00002,01.10.2019,"19,40","19,00","0,40"
SWB_00002,01.11.2019,"19,30","7,80","11,50"
SWB_00002,01.12.2019,"86,60","4,00","82,60"
SWB_00002,01.01.2020,"109,20","1,50","107,70"
SWB_00002,01.02.2020,"81,00","6,00","75,00"
SWB_00002,01.03.2020,"12,60","25,80","-13,20"
SWB_00002,01.04.2020,"30,20","49,90","-19,70"
SWB_00002,01.05.2020,"27,50","62,10","-34,60"
SWB_00002,01.06.2020,"22,30","40,90","-18,60"
SWB_00002,01.07.2020,"33,80","46,10","-12,30"
SWB_00002,01.08.2020,"26,60","34,50","-7,90"
SWB_00002,01.09.2020,"17,20","23,60","-6,40"
SWB_00002,01.10.2020,"11,40","14,30","-2,90"
SWB_00002,01.11.2020,"18,20","7,90","10,30"
SWB_00002,01.12.2020,"7,90","2,10","5,80"
SWB_00002,01.01.2021,"15,50","2,60","12,90"
SWB_00002,01.02.2021,"27,60","4,70","22,90"
SWB_00002,01.03.2021,"40,20","18,90","21,30"
SWB_00002,01.04.2021,"22,20","50,30","-28,10"
SWB_00002,01.05.2021,"23,30","58,60","-35,30"
SWB_00002,01.06.2021,"37,10","48,00","-10,90"
SWB_00002,01.07.2021,"31,10","43,00","-11,90"
SWB_00002,01.08.2021,"24,80","32,20","-7,40"
SWB_00002,01.09.2021,"10,60","20,80","-10,20"
SWB_00002,01.10.2021,"25,50","18,00","7,50"
SWB_00002,01.11.2021,"20,50","9,30","11,20"
SWB_00002,01.12.2021,"12,40","4,30","8,10"
SWB_00002,01.01.2022,"14,80","2,70","12,10"
SWB_00002,01.02.2022,"13,00","4,40","8,60"
SWB_00002,01.03.2022,"54,70","18,50","36,20"
SWB_00002,01.04.2022,"21,10","56,20","-35,10"
SWB_00002,01.05.2022,"41,80","58,70","-16,90"
SWB_00002,01.06.2022,"30,70","49,60","-18,90"
SWB_00002,01.07.2022,"22,00","41,70","-19,70"
SWB_00002,01.08.2022,"17,20","33,20","-16,00"
SWB_00002,01.09.2022,"14,40","22,80","-8,40"
SWB_00002,01.10.2022,"21,80","16,20","5,60"
SWB_00002,01.11.2022,"45,90","8,70","37,20"
SWB_00002,01.12.2022,"13,50","2,30","11,20"
SWB_00002,01.01.2023,"22,80","1,90","20,90"
SWB_00002,01.02.2023,"20,20","3,90","16,30"
SWB_00002,01.03.2023,"26,50","23,50","3,00"
SWB_00002,01.04.2023,"26,20","51,00","-24,80"
SWB_00002,01.05.2023,"22,00","56,30","-34,30"
SWB_00002,01.06.2023,"21,50","45,00","-23,50"
SWB_00002,01.07.2023,"18,30","38,70","-20,40"
SWB_00002,01.08.2023,"35,70","40,80","-5,10"
SWB_00002,01.09.2023,"33,90","30,60","3,30"
SWB_00002,01.10.2023,"39,30","21,70","17,60"
SWB_00002,01.11.2023,"19,00","12,00","7,00"
SWB_00002,01.12.2023,"26,60","5,00","21,60"
NWB_00003,01.01.2000,"21,40","3,10","18,30"
NWB_00003,01.02.2000,"24,20","2,60","21,60"
NWB_00003,01.03.2000,"10,80","7,60","3,20"
NWB_00003,01.04.2000,"14,50","49,40","-34,90"
NWB_00003,01.05.2000,"74,20","60,70","13,50"
NWB_00003,01.06.2000,"51,10","71,70","-20,60"
NWB_00003,01.07.2000,"13,50","50,20","-36,70"
NWB_00003,01.08.2000,"24,70","38,50","-13,80"
NWB_00003,01.09.2000,"24,50","22,90","1,60"
NWB_00003,01.10.2000,"31,40","13,60","17,80"
NWB_00003,01.11.2000,"21,80","6,20","15,60"
NWB_00003,01.12.2000,"28,80","2,70","26,10"
NWB_00003,01.01.2001,"24,00","2,80","21,20"
NWB_00003,01.02.2001,"21,10","3,70","17,40"
NWB_00003,01.03.2001,"12,70","18,20","-5,50"
NWB_00003,01.04.2001,"15,50","49,80","-34,30"
NWB_00003,01.05.2001,"23,20","72,70","-49,50"
NWB_00003,01.06.2001,"45,80","55,40","-9,60"
NWB_00003,01.07.2001,"63,50","57,60","5,90"
NWB_00003,01.08.2001,"34,30","45,40","-11,10"
NWB_00003,01.09.2001,"26,10","26,90","-0,80"
NWB_00003,01.10.2001,"58,40","23,30","35,10"
NWB_00003,01.11.2001,"15,60","7,80","7,80"
NWB_00003,01.12.2001,"13,50","3,20","10,30"
NWB_00003,01.01.2002,"26,80","4,10","22,70"
NWB_00003,01.02.2002,"24,90","3,70","21,20"
NWB_00003,01.03.2002,"35,20","21,30","13,90"
NWB_00003,01.04.2002,"40,30","42,00","-1,70"
NWB_00003,01.05.2002,"36,40","68,70","-32,30"
NWB_00003,01.06.2002,"63,50","67,40","-3,90"
NWB_00003,01.07.2002,"26,70","68,40","-41,70"
NWB_00003,01.08.2002,"8,60","41,90","-33,30"
NWB_00003,01.09.2002,"13,40","31,20","-17,80"
NWB_00003,01.10.2002,"15,30","20,10","-4,80"
NWB_00003,01.11.2002,"28,40","9,40","19,00"
NWB_00003,01.12.2002,"21,30","2,60","18,70"
NWB_00003,01.01.2003,"20,80","2,90","17,90"
NWB_00003,01.02.2003,"9,10","4,10","5,00"
NWB_00003,01.03.2003,"26,80","7,80","19,00"
NWB_00003,01.04.2003,"12,80","37,90","-25,10"
NWB_00003,01.05.2003,"23,60","69,20","-45,60"
NWB_00003,01.06.2003,"42,40","64,40","-22,00"
NWB_00003,01.07.2003,"39,50","51,10","-11,60"
NWB_00003,01.08.2003,"26,10","34,50","-8,40"
NWB_00003,01.09.2003,"25,00","22,50","2,50"
NWB_00003,01.10.2003,"23,00","13,20","9,80"
NWB_00003,01.11.2003,"20,20","7,10","13,10"
NWB_00003,01.12.2003,"14,60","3,20","11,40"
NWB_00003,01.01.2004,"8,60","2,00","6,60"
NWB_00003,01.02.2004,"34,10","3,40","30,70"
NWB_00003,01.03.2004,"19,70","11,30","8,40"
NWB_00003,01.04.2004,"51,80","42,70","9,10"
NWB_00003,01.05.2004,"18,40","80,50","-62,10"
NWB_00003,01.06.2004,"30,10","62,10","-32,00"
NWB_00003,01.07.2004,"37,00","53,40","-16,40"
NWB_00003,01.08.2004,"37,60","39,50","-1,90"
NWB_00003,01.09.2004,"15,70","26,00","-10,30"
NWB_00003,01.10.2004,"30,70","21,60","9,10"
NWB_00003,01.11.2004,"28,30","8,70","19,60"
NWB_00003,01.12.2004,"27,30","3,00","24,30"
NWB_00003,01.01.2005,"14,10","1,70","12,40"
NWB_00003,01.02.2005,"8,30","2,10","6,20"
NWB_00003,01.03.2005,"23,30","18,50","4,80"
NWB_00003,01.04.2005,"21,40","46,30","-24,90"
NWB_00003,01.05.2005,"31,60","74,10","-42,50"
NWB_00003,01.06.2005,"27,60","73,10","-45,50"
NWB_00003,01.07.2005,"45,40","48,60","-3,20"
NWB_00003,01.08.2005,"45,10","42,20","2,90"
NWB_00003,01.09.2005,"8,80","31,20","-22,40"
NWB_00003,01.10.2005,"10,10","13,50","-3,40"
NWB_00003,01.11.2005,"16,60","6,90","9,70"
NWB_00003,01.12.2005,"13,90","2,70","11,20"
NWB_00003,01.01.2006,"17,00","1,70","15,30"
NWB_00003,01.02.2006,"27,20","3,20","24,00"
NWB_00003,01.03.2006,"8,20","19,60","-11,40"
NWB_00003,01.04.2006,"17,20","49,30","-32,10"
NWB_00003,01.05.2006,"12,90","66,20","-53,30"
NWB_00003,01.06.2006,"54,40","59,70","-5,30"
NWB_00003,01.07.2006,"38,00","46,40","-8,40"
NWB_00003,01.08.2006,"12,40","18,90","-6,50"
NWB_00003,01.09.2006,"13,00","20,70","-7,70"
NWB_00003,01.10.2006,"38,90","14,80","24,10"
NWB_00003,01.11.2006,"31,80","7,80","24,00"
NWB_00003,01.12.2006,"24,70","3,70","21,00"
NWB_00003,01.01.2007,"15,30","4,30","11,00"
NWB_00003,01.02.2007,"22,80","2,70","20,10"
NWB_00003,01.03.2007,"15,20","7,80","7,40"
NWB_00003,01.04.2007,"23,80","45,60","-21,80"
NWB_00003,01.05.2007,"30,30","71,30","-41,00"
NWB_00003,01.06.2007,"34,10","60,40","-26,30"
NWB_00003,01.07.2007,"40,10","54,60","-14,50"
NWB_00003,01.08.2007,"14,40","30,50","-16,10"
NWB_00003,01.09.2007,"10,30","13,40","-3,10"
NWB_00003,01.10.2007,"29,70","15,40","14,30"
NWB_00003,01.11.2007,"20,00","8,20","11,80"
NWB_00003,01.12.2007,"15,80","2,10","13,70"
NWB_00003,01.01.2008,"10,80","1,10","9,70"
NWB_00003,01.02.2008,"15,10","3,40","11,70"
NWB_00003,01.03.2008,"33,60","22,40","11,20"
NWB_00003,01.04.2008,"19,20","52,70","-33,50"
NWB_00003,01.05.2008,"24,20","66,40","-42,20"
NWB_00003,01.06.2008,"28,80","43,90","-15,10"
NWB_00003,01.07.2008,"39,80","58,30","-18,50"
NWB_00003,01.08.2008,"16,50","21,80","-5,30"
NWB_00003,01.09.2008,"32,30","28,60","3,70"
NWB_00003,01.10.2008,"18,70","15,00","3,70"
NWB_00003,01.11.2008,"15,00","8,40","6,60"
NWB_00003,01.12.2008,"14,30","3,80","10,50"
NWB_00003,01.01.2009,"19,00","2,50","16,50"
NWB_00003,01.02.2009,"36,50","2,40","34,10"
NWB_00003,01.03.2009,"25,40","9,30","16,10"
NWB_00003,01.04.2009,"29,90","46,70","-16,80"
NWB_00003,01.05.2009,"25,30","74,30","-49,00"
NWB_00003,01.06.2009,"12,00","35,70","-23,70"
NWB_00003,01.07.2009,"35,00","37,70","-2,70"
NWB_00003,01.08.2009,"27,50","30,00","-2,50"
NWB_00003,01.09.2009,"19,80","25,30","-5,50"
NWB_00003,01.10.2009,"12,80","12,00","0,80"
NWB_00003,01.11.2009,"28,20","9,70","18,50"
NWB_00003,01.12.2009,"16,40","3,20","13,20"
NWB_00003,01.01.2010,"27,40","2,70","24,70"
NWB_00003,01.02.2010,"12,30","2,70","9,60"
NWB_00003,01.03.2010,"35,40","7,30","28,10"
NWB_00003,01.04.2010,"15,30","46,70","-31,40"
NWB_00003,01.05.2010,"34,00","69,40","-35,40"
NWB_00003,01.06.2010,"6,40","53,90","-47,50"
NWB_00003,01.07.2010,"31,40","32,70","-1,30"
NWB_00003,01.08.2010,"11,00","25,10","-14,10"
NWB_00003,01.09.2010,"11,00","13,60","-2,60"
NWB_00003,01.10.2010,"14,70","14,10","0,60"
NWB_00003,01.11.2010,"26,20","12,60","13,60"
NWB_00003,01.12.2010,"29,80","5,50","24,30"
NWB_00003,01.01.2011,"7,30","2,60","4,70"
NWB_00003,01.02.2011,"21,60","2,70","18,90"
NWB_00003,01.03.2011,"9,50","9,10","0,40"
NWB_00003,01.04.2011,"20,00","48,00","-28,00"
NWB_00003,01.05.2011,"23,90","76,70","-52,80"
NWB_00003,01.06.2011,"43,90","60,40","-16,50"
NWB_00003,01.07.2011,"50,70","55,80","-5,10"
NWB_00003,01.08.2011,"30,20","38,30","-8,10"
NWB_00003,01.09.2011,"14,20","15,50","-1,30"
NWB_00003,01.10.2011,"27,90","16,20","11,70"
NWB_00003,01.11.2011,"14,70","7,20","7,50"
NWB_00003,01.12.2011,"10,90","1,90","9,00"
NWB_00003,01.01.2012,"2,40","1,60","0,80"
NWB_00003,01.02.2012,"7,80","2,00","5,80"
NWB_00003,01.03.2012,"24,20","8,70","15,50"
NWB_00003,01.04.2012,"13,70","55,50","-41,80"
NWB_00003,01.05.2012,"22,10","70,60","-48,50"
NWB_00003,01.06.2012,"38,80","48,50","-9,70"
NWB_00003,01.07.2012,"50,70","46,50","4,20"
NWB_00003,01.08.2012,"27,90","35,70","-7,80"
NWB_00003,01.09.2012,"13,90","21,10","-7,20"
NWB_00003,01.10.2012,"22,50","18,90","3,60"
NWB_00003,01.11.2012,"38,60","8,80","29,80"
NWB_00003,01.12.2012,"23,00","2,50","20,50"
NWB_00003,01.01.2013,"30,20","3,20","27,00"
NWB_00003,01.02.2013,"7,90","2,60","5,30"
NWB_00003,01.03.2013,"30,90","15,30","15,60"
NWB_00003,01.04.2013,"27,30","48,00","-20,70"
NWB_00003,01.05.2013,"21,00","68,10","-47,10"
NWB_00003,01.06.2013,"23,70","65,60","-41,90"
NWB_00003,01.07.2013,"57,20","60,10","-2,90"
NWB_00003,01.08.2013,"54,30","52,90","1,40"
NWB_00003,01.09.2013,"21,30","36,20","-14,90"
NWB_00003,01.10.2013,"17,00","19,50","-2,50"
NWB_00003,01.11.2013,"14,10","12,10","2,00"
NWB_00003,01.12.2013,"37,30","4,90","32,40"
NWB_00003,01.01.2014,"16,00","2,80","13,20"
NWB_00003,01.02.2014,"25,00","2,40","22,60"
NWB_00003,01.03.2014,"16,70","13,70","3,00"
NWB_00003,01.04.2014,"30,60","48,20","-17,60"
NWB_00003,01.05.2014,"30,90","74,60","-43,70"
NWB_00003,01.06.2014,"17,50","54,40","-36,90"
NWB_00003,01.07.2014,"48,60","51,70","-3,10"
NWB_00003,01.08.2014,"12,90","24,10","-11,20"
NWB_00003,01.09.2014,"31,80","16,20","15,60"
NWB_00003,01.10.2014,"43,40","22,30","21,10"
NWB_00003,01.11.2014,"28,10","3,70","24,40"
NWB_00003,01.12.2014,"23,40","2,30","21,10"
NWB_00003,01.01.2015,"19,90","2,50","17,40"
NWB_00003,01.02.2015,"11,50","2,80","8,70"
NWB_00003,01.03.2015,"26,90","6,10","20,80"
NWB_00003,01.04.2015,"42,80","42,70","0,10"
NWB_00003,01.05.2015,"67,30","65,90","1,40"
NWB_00003,01.06.2015,"29,40","75,00","-45,60"
NWB_00003,01.07.2015,"24,90","67,70","-42,80"
NWB_00003,01.08.2015,"11,00","64,20","-53,20"
NWB_00003,01.09.2015,"21,80","34,90","-13,10"
NWB_00003,01.10.2015,"26,90","24,90","2,00"
NWB_00003,01.11.2015,"32,10","7,50","24,60"
NWB_00003,01.12.2015,"41,40","4,00","37,40"
NWB_00003,01.01.2016,"28,00","3,20","24,80"
NWB_00003,01.02.2016,"9,90","4,30","5,60"
NWB_00003,01.03.2016,"24,50","16,20","8,30"
NWB_00003,01.04.2016,"24,50","47,50","-23,00"
NWB_00003,01.05.2016,"41,70","72,10","-30,40"
NWB_00003,01.06.2016,"52,50","70,40","-17,90"
NWB_00003,01.07.2016,"65,60","62,20","3,40"
NWB_00003,01.08.2016,"7,50","43,10","-35,60"
NWB_00003,01.09.2016,"23,40","33,10","-9,70"
NWB_00003,01.10.2016,"33,50","13,30","20,20"
NWB_00003,01.11.2016,"35,00","5,20","29,80"
NWB_00003,01.12.2016,"31,90","3,70","28,20"
NWB_00003,01.01.2017,"12,10","2,80","9,30"
NWB_00003,01.02.2017,"18,10","2,60","15,50"
NWB_00003,01.03.2017,"15,40","7,00","8,40"
NWB_00003,01.04.2017,"30,50","41,40","-10,90"
NWB_00003,01.05.2017,"34,60","83,30","-48,70"
NWB_00003,01.06.2017,"33,10","66,10","-33,00"
NWB_00003,01.07.2017,"28,70","48,50","-19,80"
NWB_00003,01.08.2017,"22,30","34,00","-11,70"
NWB_00003,01.09.2017,"31,80","31,80","0,00"
NWB_00003,01.10.2017,"33,80","21,20","12,60"
NWB_00003,01.11.2017,"21,10","7,70","13,40"
NWB_00003,01.12.2017,"26,80","2,30","24,50"
NWB_00003,01.01.2018,"10,20","2,30","7,90"
NWB_00003,01.02.2018,"10,60","2,40","8,20"
NWB_00003,01.03.2018,"37,00","9,60","27,40"
NWB_00003,01.04.2018,"33,90","42,90","-9,00"
NWB_00003,01.05.2018,"33,70","74,40","-40,70"
NWB_00003,01.06.2018,"49,60","68,80","-19,20"
NWB_00003,01.07.2018,"31,40","55,40","-24,00"
NWB_00003,01.08.2018,"48,20","47,10","1,10"
NWB_00003,01.09.2018,"16,70","32,70","-16,00"
NWB_00003,01.10.2018,"48,70","20,30","28,40"
NWB_00003,01.11.2018,"31,30","5,90","25,40"
NWB_00003,01.12.2018,"10,10","1,90","8,20"
NWB_00003,01.01.2019,"9,10","2,70","6,40"
NWB_00003,01.02.2019,"22,90","2,60","20,30"
NWB_00003,01.03.2019,"14,10","9,40","4,70"
NWB_00003,01.04.2019,"36,70","42,00","-5,30"
NWB_00003,01.05.2019,"9,30","76,00","-66,70"
NWB_00003,01.06.2019,"43,00","60,50","-17,50"
NWB_00003,01.07.2019,"12,80","34,30","-21,50"
NWB_00003,01.08.2019,"15,80","22,40","-6,60"
NWB_00003,01.09.2019,"35,80","33,00","2,80"
NWB_00003,01.10.2019,"31,30","23,40","7,90"
NWB_00003,01.11.2019,"22,90","10,30","12,60"
NWB_00003,01.12.2019,"30,90","2,60","28,30"
NWB_00003,01.01.2020,"31,40","3,10","28,30"
NWB_00003,01.02.2020,"28,40","3,80","24,60"
NWB_00003,01.03.2020,"5,90","11,50","-5,60"
NWB_00003,01.04.2020,"21,70","48,30","-26,60"
NWB_00003,01.05.2020,"17,90","79,20","-61,30"
NWB_00003,01.06.2020,"49,80","54,90","-5,10"
NWB_00003,01.07.2020,"48,40","52,10","-3,70"
NWB_00003,01.08.2020,"30,10","35,40","-5,30"
NWB_00003,01.09.2020,"25,20","24,70","0,50"
NWB_00003,01.10.2020,"19,60","18,90","0,70"
NWB_00003,01.11.2020,"33,20","7,30","25,90"
NWB_00003,01.12.2020,"8,40","2,10","6,30"
NWB_00003,01.01.2021,"8,40","3,10","5,30"
NWB_00003,01.02.2021,"27,40","3,50","23,90"
NWB_00003,01.03.2021,"33,60","6,50","27,10"
NWB_00003,01.04.2021,"11,10","43,70","-32,60"
NWB_00003,01.05.2021,"28,50","79,00","-50,50"
NWB_00003,01.06.2021,"35,90","51,70","-15,80"
NWB_00003,01.07.2021,"27,90","34,90","-7,00"
NWB_00003,01.08.2021,"14,00","19,30","-5,30"
NWB_00003,01.09.2021,"26,10","20,30","5,80"
NWB_00003,01.10.2021,"19,30","16,90","2,40"
NWB_00003,01.11.2021,"30,40","9,70","20,70"
NWB_00003,01.12.2021,"18,00","2,80","15,20"
NWB_00003,01.01.2022,"13,70","2,20","11,50"
NWB_00003,01.02.2022,"13,30","2,90","10,40"
NWB_00003,01.03.2022,"34,00","7,20","26,80"
NWB_00003,01.04.2022,"10,60","49,50","-38,90"
NWB_00003,01.05.2022,"18,40","73,80","-55,40"
NWB_00003,01.06.2022,"14,50","32,20","-17,70"
NWB_00003,01.07.2022,"29,40","33,10","-3,70"
NWB_00003,01.08.2022,"16,30","24,10","-7,80"
NWB_00003,01.09.2022,"7,10","11,60","-4,50"
NWB_00003,01.10.2022,"17,60","14,40","3,20"
NWB_00003,01.11.2022,"30,40","8,60","21,80"
NWB_00003,01.12.2022,"14,90","2,10","12,80"
NWB_00003,01.01.2023,"23,00","2,80","20,20"
NWB_00003,01.02.2023,"16,80","3,40","13,40"
NWB_00003,01.03.2023,"23,40","12,50","10,90"
NWB_00003,01.04.2023,"19,30","46,30","-27,00"
NWB_00003,01.05.2023,"22,50","75,70","-53,20"
NWB_00003,01.06.2023,"20,60","40,80","-20,20"
NWB_00003,01.07.2023,"13,60","23,10","-9,50"
NWB_00003,01.08.2023,"36,50","38,60","-2,10"
NWB_00003,01.09.2023,"36,60","31,10","5,50"
NWB_00003,01.10.2023,"38,40","20,00","18,40"
NWB_00003,01.11.2023,"20,40","11,40","9,00"
NWB_00003,01.12.2023,"34,40","4,60","29,80"
NWB_00004,01.01.2000,"19,40","2,10","17,30"
NWB_00004,01.02.2000,"23,30","2,70","20,60"
NWB_00004,01.03.2000,"13,40","8,00","5,40"
NWB_00004,01.04.2000,"16,30","38,50","-22,20"
NWB_00004,01.05.2000,"80,50","66,10","14,40"
NWB_00004,01.06.2000,"61,50","67,10","-5,60"
NWB_00004,01.07.2000,"18,10","52,50","-34,40"
NWB_00004,01.08.2000,"48,20","46,00","2,20"
NWB_00004,01.09.2000,"33,60","35,70","-2,10"
NWB_00004,01.10.2000,"38,60","15,20","23,40"
NWB_00004,01.11.2000,"25,80","4,40","21,40"
NWB_00004,01.12.2000,"37,80","1,70","36,10"
NWB_00004,01.01.2001,"32,90","2,30","30,60"
NWB_00004,01.02.2001,"19,70","2,50","17,20"
NWB_00004,01.03.2001,"17,70","14,70","3,00"
NWB_00004,01.04.2001,"30,40","36,50","-6,10"
NWB_00004,01.05.2001,"23,70","77,50","-53,80"
NWB_00004,01.06.2001,"70,20","68,80","1,40"
NWB_00004,01.07.2001,"52,00","60,30","-8,30"
NWB_00004,01.08.2001,"40,30","51,50","-11,20"
NWB_00004,01.09.2001,"28,30","34,60","-6,30"
NWB_00004,01.10.2001,"56,50","21,00","35,50"
NWB_00004,01.11.2001,"23,80","8,20","15,60"
NWB_00004,01.12.2001,"17,00","2,10","14,90"
NWB_00004,01.01.2002,"28,70","4,10","24,60"
NWB_00004,01.02.2002,"22,10","3,80","18,30"
NWB_00004,01.03.2002,"34,00","20,10","13,90"
NWB_00004,01.04.2002,"17,70","35,60","-17,90"
NWB_00004,01.05.2002,"26,60","78,10","-51,50"
NWB_00004,01.06.2002,"89,90","68,20","21,70"
NWB_00004,01.07.2002,"69,90","62,20","7,70"
NWB_00004,01.08.2002,"36,50","53,40","-16,90"
NWB_00004,01.09.2002,"27,50","43,50","-16,00"
NWB_00004,01.10.2002,"21,80","19,50","2,30"
NWB_00004,01.11.2002,"42,70","7,10","35,60"
NWB_00004,01.12.2002,"16,30","2,00","14,30"
NWB_00004,01.01.2003,"17,40","2,70","14,70"
NWB_00004,01.02.2003,"13,20","2,70","10,50"
NWB_00004,01.03.2003,"14,00","8,10","5,90"
NWB_00004,01.04.2003,"20,90","33,50","-12,60"
NWB_00004,01.05.2003,"33,80","72,40","-38,60"
NWB_00004,01.06.2003,"21,80","64,60","-42,80"
NWB_00004,01.07.2003,"65,80","58,10","7,70"
NWB_00004,01.08.2003,"27,50","49,00","-21,50"
NWB_00004,01.09.2003,"38,50","31,50","7,00"
NWB_00004,01.10.2003,"19,70","17,80","1,90"
NWB_00004,01.11.2003,"23,10","6,20","16,90"
NWB_00004,01.12.2003,"20,00","2,80","17,20"
NWB_00004,01.01.2004,"11,50","1,10","10,40"
NWB_00004,01.02.2004,"25,30","2,90","22,40"
NWB_00004,01.03.2004,"29,40","8,20","21,20"
NWB_00004,01.04.2004,"39,20","32,20","7,00"
NWB_00004,01.05.2004,"31,10","75,70","-44,60"
NWB_00004,01.06.2004,"47,20","71,30","-24,10"
NWB_00004,01.07.2004,"44,90","58,50","-13,60"
NWB_00004,01.08.2004,"57,90","46,30","11,60"
NWB_00004,01.09.2004,"38,90","40,00","-1,10"
NWB_00004,01.10.2004,"29,80","27,50","2,30"
