WATERSHED_ID,Date,SM(0-100 cm),SM(0-289 cm)
SWB_00004,01.01.2000,"67,60","155,47"
SWB_00004,01.02.2000,"69,23","156,82"
SWB_00004,01.03.2000,"67,87","156,02"
SWB_00004,01.04.2000,"67,52","156,30"
SWB_00004,01.05.2000,"66,25","156,12"
SWB_00004,01.06.2000,"63,91","154,39"
SWB_00004,01.07.2000,"61,82","152,46"
SWB_00004,01.08.2000,"61,13","151,45"
SWB_00004,01.09.2000,"59,90","149,99"
SWB_00004,01.10.2000,"61,64","151,20"
SWB_00004,01.11.2000,"62,10","151,36"
SWB_00004,01.12.2000,"65,62","153,91"
SWB_00004,01.01.2001,"66,76","154,76"
SWB_00004,01.02.2001,"68,43","156,09"
SWB_00004,01.03.2001,"67,59","155,69"
SWB_00004,01.04.2001,"67,75","156,31"
SWB_00004,01.05.2001,"66,77","156,42"
SWB_00004,01.06.2001,"64,54","154,89"
SWB_00004,01.07.2001,"62,45","152,97"
SWB_00004,01.08.2001,"61,22","151,56"
SWB_00004,01.09.2001,"60,58","150,59"
SWB_00004,01.10.2001,"60,61","150,22"
SWB_00004,01.11.2001,"63,38","152,05"
SWB_00004,01.12.2001,"66,92","154,61"
SWB_00004,01.01.2002,"68,99","156,24"
SWB_00004,01.02.2002,"71,37","158,29"
SWB_00004,01.03.2002,"72,09","159,46"
SWB_00004,01.04.2002,"75,84","163,55"
SWB_00004,01.05.2002,"75,22","165,13"
SWB_00004,01.06.2002,"70,58","162,50"
SWB_00004,01.07.2002,"66,90","159,37"
SWB_00004,01.08.2002,"65,11","157,36"
SWB_00004,01.09.2002,"64,48","156,23"
SWB_00004,01.10.2002,"63,23","154,92"
SWB_00004,01.11.2002,"62,90","154,26"
SWB_00004,01.12.2002,"65,46","155,94"
SWB_00004,01.01.2003,"67,99","157,73"
SWB_00004,01.02.2003,"71,24","160,19"
SWB_00004,01.03.2003,"76,82","165,13"
SWB_00004,01.04.2003,"78,50","168,39"
SWB_00004,01.05.2003,"76,65","168,52"
SWB_00004,01.06.2003,"73,19","166,61"
SWB_00004,01.07.2003,"67,54","161,84"
SWB_00004,01.08.2003,"65,24","159,20"
SWB_00004,01.09.2003,"64,62","157,92"
SWB_00004,01.10.2003,"64,51","157,27"
SWB_00004,01.11.2003,"68,34","159,72"
SWB_00004,01.12.2003,"71,11","161,59"
SWB_00004,01.01.2004,"76,02","165,39"
SWB_00004,01.02.2004,"76,31","166,13"
SWB_00004,01.03.2004,"75,34","165,87"
SWB_00004,01.04.2004,"76,28","167,34"
SWB_00004,01.05.2004,"74,36","166,78"
SWB_00004,01.06.2004,"71,59","164,97"
SWB_00004,01.07.2004,"70,05","163,37"
SWB_00004,01.08.2004,"68,18","161,43"
SWB_00004,01.09.2004,"67,05","159,97"
SWB_00004,01.10.2004,"65,74","158,48"
SWB_00004,01.11.2004,"66,63","158,72"
SWB_00004,01.12.2004,"72,11","162,68"
SWB_00004,01.01.2005,"76,03","165,81"
SWB_00004,01.02.2005,"77,74","167,52"
SWB_00004,01.03.2005,"77,79","168,28"
SWB_00004,01.04.2005,"76,13","168,16"
SWB_00004,01.05.2005,"75,29","168,35"
SWB_00004,01.06.2005,"72,87","167,07"
SWB_00004,01.07.2005,"69,68","164,21"
SWB_00004,01.08.2005,"67,43","161,75"
SWB_00004,01.09.2005,"65,87","159,78"
SWB_00004,01.10.2005,"64,77","158,25"
SWB_00004,01.11.2005,"64,88","157,82"
SWB_00004,01.12.2005,"66,21","158,47"
SWB_00004,01.01.2006,"69,47","160,72"
SWB_00004,01.02.2006,"73,81","164,14"
SWB_00004,01.03.2006,"73,39","164,36"
SWB_00004,01.04.2006,"72,83","164,51"
SWB_00004,01.05.2006,"71,33","164,11"
SWB_00004,01.06.2006,"68,21","161,72"
SWB_00004,01.07.2006,"66,17","159,52"
SWB_00004,01.08.2006,"65,05","157,88"
SWB_00004,01.09.2006,"64,12","156,46"
SWB_00004,01.10.2006,"63,70","155,69"
SWB_00004,01.11.2006,"66,13","157,12"
SWB_00004,01.12.2006,"69,56","159,50"
SWB_00004,01.01.2007,"71,66","161,06"
SWB_00004,01.02.2007,"71,72","161,18"
SWB_00004,01.03.2007,"74,04","163,21"
SWB_00004,01.04.2007,"76,91","166,89"
SWB_00004,01.05.2007,"74,48","166,42"
SWB_00004,01.06.2007,"71,19","164,28"
SWB_00004,01.07.2007,"68,53","161,89"
SWB_00004,01.08.2007,"67,46","160,45"
SWB_00004,01.09.2007,"66,86","159,40"
SWB_00004,01.10.2007,"65,80","158,12"
SWB_00004,01.11.2007,"65,07","157,15"
SWB_00004,01.12.2007,"69,83","160,47"
SWB_00004,01.01.2008,"72,40","162,14"
SWB_00004,01.02.2008,"74,64","163,99"
SWB_00004,01.03.2008,"73,64","163,75"
SWB_00004,01.04.2008,"72,94","163,91"
SWB_00004,01.05.2008,"71,83","163,74"
SWB_00004,01.06.2008,"69,30","161,89"
SWB_00004,01.07.2008,"66,70","159,33"
SWB_00004,01.08.2008,"65,38","157,64"
SWB_00004,01.09.2008,"65,85","157,37"
SWB_00004,01.10.2008,"65,68","156,80"
SWB_00004,01.11.2008,"67,51","157,90"
SWB_00004,01.12.2008,"67,52","157,76"
SWB_00004,01.01.2009,"70,42","159,90"
SWB_00004,01.02.2009,"73,73","162,54"
SWB_00004,01.03.2009,"76,11","165,17"
SWB_00004,01.04.2009,"78,02","167,93"
SWB_00004,01.05.2009,"78,04","169,86"
SWB_00004,01.06.2009,"74,44","168,21"
SWB_00004,01.07.2009,"71,73","166,01"
SWB_00004,01.08.2009,"68,47","162,88"
SWB_00004,01.09.2009,"68,06","161,80"
SWB_00004,01.10.2009,"67,08","160,49"
SWB_00004,01.11.2009,"68,71","161,27"
SWB_00004,01.12.2009,"73,29","164,47"
SWB_00004,01.01.2010,"67,15","146,01"
SWB_00004,01.02.2010,"71,00","149,11"
SWB_00004,01.03.2010,"73,67","152,12"
SWB_00004,01.04.2010,"72,97","152,94"
SWB_00004,01.05.2010,"72,83","154,52"
SWB_00004,01.06.2010,"69,72","152,98"
SWB_00004,01.07.2010,"67,20","150,96"
SWB_00004,01.08.2010,"65,63","149,38"
SWB_00004,01.09.2010,"63,72","147,51"
SWB_00004,01.10.2010,"62,75","146,39"
SWB_00004,01.11.2010,"61,82","145,42"
SWB_00004,01.12.2010,"60,85","144,49"
SWB_00004,01.01.2011,"62,77","145,82"
SWB_00004,01.02.2011,"66,59","148,70"
SWB_00004,01.03.2011,"67,15","149,34"
SWB_00004,01.04.2011,"66,90","149,70"
SWB_00004,01.05.2011,"65,93","149,51"
SWB_00004,01.06.2011,"63,35","147,66"
SWB_00004,01.07.2011,"60,56","145,20"
SWB_00004,01.08.2011,"58,22","142,79"
SWB_00004,01.09.2011,"57,93","141,92"
SWB_00004,01.10.2011,"58,13","141,61"
SWB_00004,01.11.2011,"63,36","145,33"
SWB_00004,01.12.2011,"67,14","148,39"
SWB_00004,01.01.2012,"68,61","149,77"
SWB_00004,01.02.2012,"70,81","151,78"
SWB_00004,01.03.2012,"72,45","153,66"
SWB_00004,01.04.2012,"70,52","153,64"
SWB_00004,01.05.2012,"70,90","155,45"
SWB_00004,01.06.2012,"68,50","154,55"
SWB_00004,01.07.2012,"65,63","152,35"
SWB_00004,01.08.2012,"63,36","150,05"
SWB_00004,01.09.2012,"61,67","148,13"
SWB_00004,01.10.2012,"60,71","146,85"
SWB_00004,01.11.2012,"61,01","146,63"
SWB_00004,01.12.2012,"63,09","147,92"
SWB_00004,01.01.2013,"66,03","150,00"
SWB_00004,01.02.2013,"69,41","152,61"
SWB_00004,01.03.2013,"69,62","153,08"
SWB_00004,01.04.2013,"70,86","154,94"
SWB_00004,01.05.2013,"69,70","155,18"
SWB_00004,01.06.2013,"66,31","153,07"
SWB_00004,01.07.2013,"63,45","150,55"
SWB_00004,01.08.2013,"61,45","148,33"
SWB_00004,01.09.2013,"60,26","146,71"
SWB_00004,01.10.2013,"58,86","145,02"
SWB_00004,01.11.2013,"59,74","145,23"
SWB_00004,01.12.2013,"64,53","148,55"
SWB_00004,01.01.2014,"66,25","149,75"
SWB_00004,01.02.2014,"68,54","151,55"
SWB_00004,01.03.2014,"70,30","153,18"
SWB_00004,01.04.2014,"70,90","154,71"
SWB_00004,01.05.2014,"69,06","154,57"
SWB_00004,01.06.2014,"66,39","153,22"
SWB_00004,01.07.2014,"62,81","150,12"
SWB_00004,01.08.2014,"60,59","147,64"
SWB_00004,01.09.2014,"59,75","146,27"
SWB_00004,01.10.2014,"59,54","145,50"
SWB_00004,01.11.2014,"63,56","148,13"
SWB_00004,01.12.2014,"65,45","149,35"
SWB_00004,01.01.2015,"79,54","201,28"
SWB_00004,01.02.2015,"83,21","204,14"
SWB_00004,01.03.2015,"85,13","206,14"
SWB_00004,01.04.2015,"84,52","206,65"
SWB_00004,01.05.2015,"83,34","206,69"
SWB_00004,01.06.2015,"79,69","204,14"
SWB_00004,01.07.2015,"76,78","201,24"
SWB_00004,01.08.2015,"75,85","199,62"
SWB_00004,01.09.2015,"74,09","197,44"
SWB_00004,01.10.2015,"74,19","196,84"
SWB_00004,01.11.2015,"79,25","200,27"
SWB_00004,01.12.2015,"81,15","201,54"
SWB_00004,01.01.2016,"83,89","203,53"
SWB_00004,01.02.2016,"82,74","202,69"
SWB_00004,01.03.2016,"82,49","202,63"
SWB_00004,01.04.2016,"85,67","205,83"
SWB_00004,01.05.2016,"83,74","205,59"
SWB_00004,01.06.2016,"80,18","202,95"
SWB_00004,01.07.2016,"76,31","199,30"
SWB_00004,01.08.2016,"74,20","196,61"
SWB_00004,01.09.2016,"73,35","194,98"
SWB_00004,01.10.2016,"72,94","193,93"
SWB_00004,01.11.2016,"74,02","194,27"
SWB_00004,01.12.2016,"76,28","195,68"
SWB_00004,01.01.2017,"80,31","198,60"
SWB_00004,01.02.2017,"85,64","202,78"
SWB_00004,01.03.2017,"85,51","203,32"
SWB_00004,01.04.2017,"86,35","205,20"
SWB_00004,01.05.2017,"83,06","203,82"
SWB_00004,01.06.2017,"79,37","201,03"
SWB_00004,01.07.2017,"76,42","198,07"
SWB_00004,01.08.2017,"73,69","195,01"
SWB_00004,01.09.2017,"72,54","193,16"
SWB_00004,01.10.2017,"72,41","192,38"
SWB_00004,01.11.2017,"72,02","191,61"
SWB_00004,01.12.2017,"75,08","193,60"
SWB_00004,01.01.2018,"76,70","194,62"
SWB_00004,01.02.2018,"79,00","196,24"
SWB_00004,01.03.2018,"83,26","199,70"
SWB_00004,01.04.2018,"81,53","198,95"
SWB_00004,01.05.2018,"81,76","199,85"
SWB_00004,01.06.2018,"78,98","198,22"
SWB_00004,01.07.2018,"75,04","194,60"
SWB_00004,01.08.2018,"72,59","191,76"
SWB_00004,01.09.2018,"71,84","190,34"
SWB_00004,01.10.2018,"72,27","190,07"
SWB_00004,01.11.2018,"74,20","191,19"
SWB_00004,01.12.2018,"77,98","193,89"
SWB_00004,01.01.2019,"81,57","196,61"
SWB_00004,01.02.2019,"84,65","199,20"
SWB_00004,01.03.2019,"83,70","198,94"
SWB_00004,01.04.2019,"85,84","201,85"
SWB_00004,01.05.2019,"83,13","201,43"
SWB_00004,01.06.2019,"80,29","199,64"
SWB_00004,01.07.2019,"76,56","196,35"
SWB_00004,01.08.2019,"73,22","192,76"
SWB_00004,01.09.2019,"71,60","190,58"
SWB_00004,01.10.2019,"70,64","189,08"
SWB_00004,01.11.2019,"72,31","189,84"
SWB_00004,01.12.2019,"74,58","191,25"
SWB_00004,01.01.2020,"76,89","192,81"
SWB_00004,01.02.2020,"78,66","194,08"
SWB_00004,01.03.2020,"78,67","194,24"
SWB_00004,01.04.2020,"81,85","197,51"
SWB_00004,01.05.2020,"82,06","198,92"
SWB_00004,01.06.2020,"77,31","195,72"
SWB_00004,01.07.2020,"74,58","192,94"
SWB_00004,01.08.2020,"71,64","189,78"
SWB_00004,01.09.2020,"70,97","188,44"
SWB_00004,01.10.2020,"70,26","187,32"
SWB_00004,01.11.2020,"70,48","187,04"
SWB_00004,01.12.2020,"72,86","188,56"
SWB_00004,01.01.2021,"75,17","190,23"
SWB_00004,01.02.2021,"74,55","189,77"
SWB_00004,01.03.2021,"77,83","192,35"
SWB_00004,01.04.2021,"77,66","193,04"
SWB_00004,01.05.2021,"76,36","192,74"
SWB_00004,01.06.2021,"73,60","190,69"
SWB_00004,01.07.2021,"71,83","188,74"
SWB_00004,01.08.2021,"70,50","186,99"
SWB_00004,01.09.2021,"69,60","185,63"
SWB_00004,01.10.2021,"68,84","184,53"
SWB_00004,01.11.2021,"70,44","185,39"
SWB_00004,01.12.2021,"72,12","186,46"
SWB_00004,01.01.2022,"77,28","190,32"
SWB_00004,01.02.2022,"78,75","191,64"
SWB_00004,01.03.2022,"81,09","193,96"
SWB_00004,01.04.2022,"79,62","193,89"
SWB_00004,01.05.2022,"79,36","194,36"
SWB_00004,01.06.2022,"76,66","192,44"
SWB_00004,01.07.2022,"72,79","189,02"
SWB_00004,01.08.2022,"71,87","187,46"
SWB_00004,01.09.2022,"71,66","186,65"
SWB_00004,01.10.2022,"71,43","185,99"
SWB_00004,01.11.2022,"76,10","189,28"
SWB_00004,01.12.2022,"76,06","189,26"
SWB_00004,01.01.2023,"77,95","190,76"
SWB_00004,01.02.2023,"82,04","194,23"
SWB_00004,01.03.2023,"79,62","193,25"
SWB_00004,01.04.2023,"79,12","193,52"
SWB_00004,01.05.2023,"77,10","192,45"
SWB_00004,01.06.2023,"75,12","190,97"
SWB_00004,01.07.2023,"72,88","188,83"
SWB_00004,01.08.2023,"71,29","186,87"
SWB_00004,01.09.2023,"70,84","185,89"
SWB_00004,01.10.2023,"71,48","185,92"
SWB_00004,01.11.2023,"72,40","186,31"
SWB_00004,01.12.2023,"74,45","187,76"
NWB_00001,01.01.2000,"100,15","219,05"
NWB_00001,01.02.2000,"99,85","218,73"
NWB_00001,01.03.2000,"101,12","219,56"
NWB_00001,01.04.2000,"108,33","225,15"
NWB_00001,01.05.2000,"106,10","224,94"
NWB_00001,01.06.2000,"98,75","219,75"
NWB_00001,01.07.2000,"92,38","213,89"
NWB_00001,01.08.2000,"88,93","209,88"
NWB_00001,01.09.2000,"87,19","207,57"
NWB_00001,01.10.2000,"93,54","211,69"
NWB_00001,01.11.2000,"98,28","215,02"
NWB_00001,01.12.2000,"98,52","215,07"
NWB_00001,01.01.2001,"98,61","215,02"
NWB_00001,01.02.2001,"98,92","215,17"
NWB_00001,01.03.2001,"102,06","217,44"
NWB_00001,01.04.2001,"117,04","229,88"
NWB_00001,01.05.2001,"106,19","225,51"
NWB_00001,01.06.2001,"100,91","222,02"
NWB_00001,01.07.2001,"101,35","221,63"
NWB_00001,01.08.2001,"96,94","217,53"
NWB_00001,01.09.2001,"98,79","218,23"
NWB_00001,01.10.2001,"101,27","219,87"
NWB_00001,01.11.2001,"107,39","224,81"
NWB_00001,01.12.2001,"107,33","225,39"
NWB_00001,01.01.2002,"107,32","225,67"
NWB_00001,01.02.2002,"107,15","225,65"
NWB_00001,01.03.2002,"111,60","229,02"
NWB_00001,01.04.2002,"116,50","233,61"
NWB_00001,01.05.2002,"108,65","230,14"
NWB_00001,01.06.2002,"103,06","226,40"
NWB_00001,01.07.2002,"100,30","223,57"
NWB_00001,01.08.2002,"100,74","222,72"
NWB_00001,01.09.2002,"99,07","220,82"
NWB_00001,01.10.2002,"97,49","219,23"
NWB_00001,01.11.2002,"98,89","220,05"
NWB_00001,01.12.2002,"99,61","220,42"
NWB_00001,01.01.2003,"99,22","219,93"
NWB_00001,01.02.2003,"98,91","219,48"
NWB_00001,01.03.2003,"99,60","219,78"
NWB_00001,01.04.2003,"107,63","225,67"
NWB_00001,01.05.2003,"103,13","223,50"
NWB_00001,01.06.2003,"97,62","219,29"
NWB_00001,01.07.2003,"98,72","218,86"
NWB_00001,01.08.2003,"96,66","216,59"
NWB_00001,01.09.2003,"91,38","211,62"
NWB_00001,01.10.2003,"89,11","209,37"
NWB_00001,01.11.2003,"96,90","214,88"
NWB_00001,01.12.2003,"97,98","215,56"
NWB_00001,01.01.2004,"97,76","215,27"
NWB_00001,01.02.2004,"98,21","215,47"
NWB_00001,01.03.2004,"101,11","217,50"
NWB_00001,01.04.2004,"112,31","226,25"
NWB_00001,01.05.2004,"104,05","222,09"
NWB_00001,01.06.2004,"95,91","215,74"
NWB_00001,01.07.2004,"98,19","216,29"
NWB_00001,01.08.2004,"96,24","213,69"
NWB_00001,01.09.2004,"98,05","214,36"
NWB_00001,01.10.2004,"100,24","216,37"
NWB_00001,01.11.2004,"105,62","221,14"
NWB_00001,01.12.2004,"107,05","222,88"
NWB_00001,01.01.2005,"106,06","222,50"
NWB_00001,01.02.2005,"105,39","222,15"
NWB_00001,01.03.2005,"106,38","222,93"
NWB_00001,01.04.2005,"114,92","230,03"
NWB_00001,01.05.2005,"104,91","224,92"
NWB_00001,01.06.2005,"98,83","220,24"
NWB_00001,01.07.2005,"96,58","217,37"
NWB_00001,01.08.2005,"96,80","216,40"
NWB_00001,01.09.2005,"98,17","216,79"
NWB_00001,01.10.2005,"90,78","211,07"
NWB_00001,01.11.2005,"94,26","213,32"
NWB_00001,01.12.2005,"95,75","214,26"
NWB_00001,01.01.2006,"95,62","214,03"
NWB_00001,01.02.2006,"96,24","214,36"
NWB_00001,01.03.2006,"97,74","215,36"
NWB_00001,01.04.2006,"105,00","220,78"
NWB_00001,01.05.2006,"101,94","220,06"
NWB_00001,01.06.2006,"94,44","214,82"
NWB_00001,01.07.2006,"94,00","213,17"
NWB_00001,01.08.2006,"95,10","212,77"
NWB_00001,01.09.2006,"91,89","209,47"
NWB_00001,01.10.2006,"99,48","215,00"
NWB_00001,01.11.2006,"104,65","219,21"
NWB_00001,01.12.2006,"106,56","221,17"
NWB_00001,01.01.2007,"106,30","221,35"
NWB_00001,01.02.2007,"106,34","221,61"
NWB_00001,01.03.2007,"106,86","222,11"
NWB_00001,01.04.2007,"115,11","230,33"
NWB_00001,01.05.2007,"114,06","233,57"
NWB_00001,01.06.2007,"108,94","231,19"
NWB_00001,01.07.2007,"101,58","224,61"
NWB_00001,01.08.2007,"97,75","220,25"
NWB_00001,01.09.2007,"93,01","215,42"
NWB_00001,01.10.2007,"90,11","212,33"
NWB_00001,01.11.2007,"93,46","214,13"
NWB_00001,01.12.2007,"97,30","216,53"
NWB_00001,01.01.2008,"97,46","216,25"
NWB_00001,01.02.2008,"97,63","216,08"
NWB_00001,01.03.2008,"101,75","218,89"
NWB_00001,01.04.2008,"108,58","224,49"
NWB_00001,01.05.2008,"101,44","220,56"
NWB_00001,01.06.2008,"94,08","214,78"
NWB_00001,01.07.2008,"88,84","209,18"
NWB_00001,01.08.2008,"88,40","207,21"
NWB_00001,01.09.2008,"93,09","209,83"
NWB_00001,01.10.2008,"90,35","207,42"
NWB_00001,01.11.2008,"92,64","208,89"
NWB_00001,01.12.2008,"95,73","211,13"
NWB_00001,01.01.2009,"96,28","211,53"
NWB_00001,01.02.2009,"96,06","211,34"
NWB_00001,01.03.2009,"97,50","212,39"
NWB_00001,01.04.2009,"108,11","221,29"
NWB_00001,01.05.2009,"102,72","219,27"
NWB_00001,01.06.2009,"98,28","216,15"
NWB_00001,01.07.2009,"98,36","215,64"
NWB_00001,01.08.2009,"98,24","215,07"
NWB_00001,01.09.2009,"96,33","213,16"
NWB_00001,01.10.2009,"92,12","209,73"
NWB_00001,01.11.2009,"97,42","213,58"
NWB_00001,01.12.2009,"98,89","214,62"
NWB_00001,01.01.2010,"97,82","209,01"
NWB_00001,01.02.2010,"97,33","208,65"
NWB_00001,01.03.2010,"97,83","208,98"
NWB_00001,01.04.2010,"105,71","215,19"
NWB_00001,01.05.2010,"106,18","218,21"
NWB_00001,01.06.2010,"97,67","213,03"
NWB_00001,01.07.2010,"94,22","209,79"
NWB_00001,01.08.2010,"93,50","208,28"
NWB_00001,01.09.2010,"90,37","205,05"
NWB_00001,01.10.2010,"86,82","201,82"
NWB_00001,01.11.2010,"89,52","203,47"
NWB_00001,01.12.2010,"92,49","205,52"
NWB_00001,01.01.2011,"92,58","205,47"
NWB_00001,01.02.2011,"92,50","205,31"
NWB_00001,01.03.2011,"93,06","205,61"
NWB_00001,01.04.2011,"105,77","215,84"
NWB_00001,01.05.2011,"101,11","214,62"
NWB_00001,01.06.2011,"97,17","211,47"
NWB_00001,01.07.2011,"95,41","209,50"
NWB_00001,01.08.2011,"95,93","208,99"
NWB_00001,01.09.2011,"91,61","205,14"
NWB_00001,01.10.2011,"87,43","201,44"
NWB_00001,01.11.2011,"91,94","204,48"
NWB_00001,01.12.2011,"92,86","205,01"
NWB_00001,01.01.2012,"93,24","205,15"
NWB_00001,01.02.2012,"93,15","204,94"
NWB_00001,01.03.2012,"94,66","205,94"
NWB_00001,01.04.2012,"99,48","209,68"
NWB_00001,01.05.2012,"97,17","208,63"
NWB_00001,01.06.2012,"92,34","204,64"
NWB_00001,01.07.2012,"93,45","204,77"
NWB_00001,01.08.2012,"92,49","203,20"
NWB_00001,01.09.2012,"91,33","201,80"
NWB_00001,01.10.2012,"91,71","201,87"
NWB_00001,01.11.2012,"95,65","204,89"
NWB_00001,01.12.2012,"96,09","205,30"
NWB_00001,01.01.2013,"96,26","205,47"
NWB_00001,01.02.2013,"96,39","205,60"
NWB_00001,01.03.2013,"101,23","209,26"
NWB_00001,01.04.2013,"111,87","218,61"
NWB_00001,01.05.2013,"111,53","222,60"
NWB_00001,01.06.2013,"101,08","216,07"
NWB_00001,01.07.2013,"98,39","213,30"
NWB_00001,01.08.2013,"98,75","212,83"
NWB_00001,01.09.2013,"97,61","211,57"
NWB_00001,01.10.2013,"99,82","212,96"
NWB_00001,01.11.2013,"105,29","217,30"
NWB_00001,01.12.2013,"107,93","219,89"
NWB_00001,01.01.2014,"106,99","219,59"
NWB_00001,01.02.2014,"106,20","219,21"
NWB_00001,01.03.2014,"107,85","220,52"
NWB_00001,01.04.2014,"114,91","227,50"
NWB_00001,01.05.2014,"99,91","217,62"
NWB_00001,01.06.2014,"94,27","213,25"
NWB_00001,01.07.2014,"94,52","212,07"
NWB_00001,01.08.2014,"92,37","209,25"
NWB_00001,01.09.2014,"92,75","208,54"
NWB_00001,01.10.2014,"100,34","213,92"
NWB_00001,01.11.2014,"105,94","218,51"
NWB_00001,01.12.2014,"105,47","218,27"
NWB_00001,01.01.2015,"104,92","231,98"
NWB_00001,01.02.2015,"105,18","232,05"
NWB_00001,01.03.2015,"106,34","232,80"
NWB_00001,01.04.2015,"117,47","242,49"
NWB_00001,01.05.2015,"108,42","239,64"
NWB_00001,01.06.2015,"99,84","232,61"
NWB_00001,01.07.2015,"98,21","229,74"
NWB_00001,01.08.2015,"96,26","226,63"
NWB_00001,01.09.2015,"98,20","227,04"
NWB_00001,01.10.2015,"100,72","228,71"
NWB_00001,01.11.2015,"105,36","232,35"
NWB_00001,01.12.2015,"105,90","232,80"
NWB_00001,01.01.2016,"105,92","232,74"
NWB_00001,01.02.2016,"105,67","232,44"
NWB_00001,01.03.2016,"109,54","235,16"
NWB_00001,01.04.2016,"121,72","246,99"
NWB_00001,01.05.2016,"107,00","238,53"
NWB_00001,01.06.2016,"97,82","230,89"
NWB_00001,01.07.2016,"101,10","231,85"
NWB_00001,01.08.2016,"96,57","227,35"
NWB_00001,01.09.2016,"90,45","221,01"
NWB_00001,01.10.2016,"92,16","221,14"
NWB_00001,01.11.2016,"98,51","225,33"
NWB_00001,01.12.2016,"98,94","225,27"
NWB_00001,01.01.2017,"98,94","224,89"
NWB_00001,01.02.2017,"99,40","224,91"
NWB_00001,01.03.2017,"101,01","225,82"
NWB_00001,01.04.2017,"113,98","236,19"
NWB_00001,01.05.2017,"105,62","232,96"
NWB_00001,01.06.2017,"95,57","224,86"
NWB_00001,01.07.2017,"95,18","222,76"
NWB_00001,01.08.2017,"93,38","219,78"
NWB_00001,01.09.2017,"94,15","219,13"
NWB_00001,01.10.2017,"98,54","222,01"
NWB_00001,01.11.2017,"101,12","223,79"
NWB_00001,01.12.2017,"105,22","226,81"
NWB_00001,01.01.2018,"106,00","227,47"
NWB_00001,01.02.2018,"105,90","227,45"
NWB_00001,01.03.2018,"107,87","228,93"
NWB_00001,01.04.2018,"116,49","235,92"
NWB_00001,01.05.2018,"117,74","239,49"
NWB_00001,01.06.2018,"103,28","229,79"
NWB_00001,01.07.2018,"96,40","223,16"
NWB_00001,01.08.2018,"98,35","222,95"
NWB_00001,01.09.2018,"105,33","227,87"
NWB_00001,01.10.2018,"98,89","222,97"
NWB_00001,01.11.2018,"103,35","226,31"
NWB_00001,01.12.2018,"104,65","227,40"
NWB_00001,01.01.2019,"104,33","227,20"
NWB_00001,01.02.2019,"103,85","226,82"
NWB_00001,01.03.2019,"106,23","228,53"
NWB_00001,01.04.2019,"114,37","235,46"
NWB_00001,01.05.2019,"104,12","229,44"
NWB_00001,01.06.2019,"100,81","227,03"
NWB_00001,01.07.2019,"95,17","221,50"
NWB_00001,01.08.2019,"93,30","218,47"
NWB_00001,01.09.2019,"95,13","218,85"
NWB_00001,01.10.2019,"90,06","214,47"
NWB_00001,01.11.2019,"97,43","219,78"
NWB_00001,01.12.2019,"98,75","220,74"
NWB_00001,01.01.2020,"98,98","220,84"
NWB_00001,01.02.2020,"99,60","221,22"
NWB_00001,01.03.2020,"103,30","223,89"
NWB_00001,01.04.2020,"111,89","232,02"
NWB_00001,01.05.2020,"99,45","224,63"
NWB_00001,01.06.2020,"97,00","221,72"
NWB_00001,01.07.2020,"95,10","218,87"
NWB_00001,01.08.2020,"93,29","216,13"
NWB_00001,01.09.2020,"94,88","216,60"
NWB_00001,01.10.2020,"96,28","217,29"
NWB_00001,01.11.2020,"99,83","219,82"
NWB_00001,01.12.2020,"101,44","221,05"
NWB_00001,01.01.2021,"101,03","220,74"
NWB_00001,01.02.2021,"101,09","220,74"
NWB_00001,01.03.2021,"101,95","221,30"
NWB_00001,01.04.2021,"112,88","230,26"
NWB_00001,01.05.2021,"103,59","225,86"
NWB_00001,01.06.2021,"97,04","220,70"
NWB_00001,01.07.2021,"94,87","217,68"
NWB_00001,01.08.2021,"93,83","215,57"
NWB_00001,01.09.2021,"93,04","214,01"
NWB_00001,01.10.2021,"95,56","215,45"
NWB_00001,01.11.2021,"98,65","217,54"
NWB_00001,01.12.2021,"100,85","219,10"
NWB_00001,01.01.2022,"101,52","219,52"
NWB_00001,01.02.2022,"101,87","219,76"
NWB_00001,01.03.2022,"103,08","220,64"
NWB_00001,01.04.2022,"111,92","227,84"
NWB_00001,01.05.2022,"99,89","220,37"
NWB_00001,01.06.2022,"96,03","217,18"
NWB_00001,01.07.2022,"95,29","215,45"
NWB_00001,01.08.2022,"92,69","212,34"
NWB_00001,01.09.2022,"88,78","208,43"
NWB_00001,01.10.2022,"85,44","205,28"
NWB_00001,01.11.2022,"90,97","209,05"
NWB_00001,01.12.2022,"92,58","210,04"
NWB_00001,01.01.2023,"93,24","210,37"
NWB_00001,01.02.2023,"93,84","210,69"
NWB_00001,01.03.2023,"99,46","214,79"
NWB_00001,01.04.2023,"110,63","223,80"
NWB_00001,01.05.2023,"101,38","218,27"
NWB_00001,01.06.2023,"96,10","214,76"
NWB_00001,01.07.2023,"93,93","212,01"
NWB_00001,01.08.2023,"96,62","212,94"
NWB_00001,01.09.2023,"102,11","216,80"
NWB_00001,01.10.2023,"103,38","218,20"
NWB_00001,01.11.2023,"112,39","225,94"
NWB_00001,01.12.2023,"114,26","228,10"
SWB_00002,01.01.2000,"85,96","176,61"
SWB_00002,01.02.2000,"87,38","177,71"
SWB_00002,01.03.2000,"89,88","179,68"
SWB_00002,01.04.2000,"88,27","179,31"
SWB_00002,01.05.2000,"84,49","177,27"
