WATERSHED_ID,Date,SM(0-100 cm),SM(0-289 cm)
NWB_00009,01.11.2001,"120,11","224,98"
NWB_00009,01.12.2001,"122,05","227,89"
NWB_00009,01.01.2002,"121,99","228,95"
NWB_00009,01.02.2002,"121,52","229,39"
NWB_00009,01.03.2002,"130,56","237,08"
NWB_00009,01.04.2002,"136,34","245,22"
NWB_00009,01.05.2002,"118,34","234,80"
NWB_00009,01.06.2002,"106,65","225,76"
NWB_00009,01.07.2002,"101,36","220,85"
NWB_00009,01.08.2002,"100,15","218,96"
NWB_00009,01.09.2002,"94,46","214,25"
NWB_00009,01.10.2002,"91,65","211,88"
NWB_00009,01.11.2002,"92,99","212,85"
NWB_00009,01.12.2002,"94,45","213,94"
NWB_00009,01.01.2003,"94,87","214,25"
NWB_00009,01.02.2003,"94,67","214,07"
NWB_00009,01.03.2003,"95,10","214,36"
NWB_00009,01.04.2003,"103,00","220,33"
NWB_00009,01.05.2003,"100,04","218,42"
NWB_00009,01.06.2003,"101,35","218,85"
NWB_00009,01.07.2003,"99,72","216,71"
NWB_00009,01.08.2003,"92,29","210,23"
NWB_00009,01.09.2003,"90,83","208,20"
NWB_00009,01.10.2003,"79,71","199,36"
NWB_00009,01.11.2003,"93,17","209,21"
NWB_00009,01.12.2003,"96,51","211,62"
NWB_00009,01.01.2004,"97,37","212,19"
NWB_00009,01.02.2004,"98,59","213,05"
NWB_00009,01.03.2004,"102,10","215,62"
NWB_00009,01.04.2004,"115,94","226,02"
NWB_00009,01.05.2004,"102,44","215,96"
NWB_00009,01.06.2004,"92,88","207,91"
NWB_00009,01.07.2004,"88,70","203,67"
NWB_00009,01.08.2004,"93,94","206,63"
NWB_00009,01.09.2004,"92,05","204,76"
NWB_00009,01.10.2004,"91,49","204,51"
NWB_00009,01.11.2004,"102,75","213,97"
NWB_00009,01.12.2004,"105,43","216,94"
NWB_00009,01.01.2005,"105,11","217,22"
NWB_00009,01.02.2005,"105,31","217,68"
NWB_00009,01.03.2005,"107,47","219,52"
NWB_00009,01.04.2005,"117,10","227,19"
NWB_00009,01.05.2005,"108,45","221,51"
NWB_00009,01.06.2005,"100,15","214,70"
NWB_00009,01.07.2005,"100,59","214,22"
NWB_00009,01.08.2005,"99,51","212,72"
NWB_00009,01.09.2005,"103,79","215,83"
NWB_00009,01.10.2005,"86,85","202,96"
NWB_00009,01.11.2005,"89,95","205,29"
NWB_00009,01.12.2005,"92,49","207,27"
NWB_00009,01.01.2006,"92,59","207,39"
NWB_00009,01.02.2006,"92,44","207,29"
NWB_00009,01.03.2006,"95,74","209,76"
NWB_00009,01.04.2006,"102,33","214,73"
NWB_00009,01.05.2006,"98,10","211,66"
NWB_00009,01.06.2006,"94,29","208,20"
NWB_00009,01.07.2006,"97,27","209,67"
NWB_00009,01.08.2006,"99,48","210,76"
NWB_00009,01.09.2006,"95,65","207,50"
NWB_00009,01.10.2006,"100,66","211,40"
NWB_00009,01.11.2006,"106,36","216,08"
NWB_00009,01.12.2006,"108,76","218,41"
NWB_00009,01.01.2007,"108,52","218,77"
NWB_00009,01.02.2007,"109,04","219,49"
NWB_00009,01.03.2007,"109,37","219,96"
NWB_00009,01.04.2007,"121,70","230,23"
NWB_00009,01.05.2007,"119,46","230,24"
NWB_00009,01.06.2007,"110,17","223,78"
NWB_00009,01.07.2007,"105,76","219,86"
NWB_00009,01.08.2007,"100,25","214,94"
NWB_00009,01.09.2007,"96,05","211,06"
NWB_00009,01.10.2007,"89,48","205,73"
NWB_00009,01.11.2007,"89,61","205,50"
NWB_00009,01.12.2007,"92,01","207,06"
NWB_00009,01.01.2008,"91,97","206,66"
NWB_00009,01.02.2008,"93,09","207,38"
NWB_00009,01.03.2008,"97,07","210,26"
NWB_00009,01.04.2008,"101,74","213,68"
NWB_00009,01.05.2008,"95,95","209,19"
NWB_00009,01.06.2008,"96,74","209,30"
NWB_00009,01.07.2008,"96,02","207,76"
NWB_00009,01.08.2008,"95,40","206,38"
NWB_00009,01.09.2008,"99,09","208,69"
NWB_00009,01.10.2008,"89,13","201,10"
NWB_00009,01.11.2008,"92,85","203,86"
NWB_00009,01.12.2008,"100,94","210,00"
NWB_00009,01.01.2009,"102,05","210,96"
NWB_00009,01.02.2009,"101,95","210,96"
NWB_00009,01.03.2009,"103,30","212,02"
NWB_00009,01.04.2009,"114,29","220,54"
NWB_00009,01.05.2009,"107,02","215,48"
NWB_00009,01.06.2009,"97,67","208,07"
NWB_00009,01.07.2009,"97,12","206,97"
NWB_00009,01.08.2009,"97,48","206,70"
NWB_00009,01.09.2009,"93,98","203,71"
NWB_00009,01.10.2009,"83,75","195,84"
NWB_00009,01.11.2009,"91,72","201,69"
NWB_00009,01.12.2009,"96,19","205,00"
NWB_00009,01.01.2010,"89,07","198,24"
NWB_00009,01.02.2010,"89,26","198,36"
NWB_00009,01.03.2010,"89,41","198,45"
NWB_00009,01.04.2010,"96,48","203,73"
NWB_00009,01.05.2010,"92,02","200,39"
NWB_00009,01.06.2010,"89,94","198,53"
NWB_00009,01.07.2010,"89,71","197,60"
NWB_00009,01.08.2010,"88,34","195,72"
NWB_00009,01.09.2010,"86,32","193,72"
NWB_00009,01.10.2010,"79,44","188,41"
NWB_00009,01.11.2010,"82,88","190,93"
NWB_00009,01.12.2010,"88,98","195,47"
NWB_00009,01.01.2011,"89,40","195,75"
NWB_00009,01.02.2011,"89,88","196,10"
NWB_00009,01.03.2011,"90,69","196,69"
NWB_00009,01.04.2011,"99,82","203,55"
NWB_00009,01.05.2011,"93,64","198,91"
NWB_00009,01.06.2011,"98,00","201,87"
NWB_00009,01.07.2011,"99,38","202,48"
NWB_00009,01.08.2011,"97,45","200,65"
NWB_00009,01.09.2011,"91,01","195,56"
NWB_00009,01.10.2011,"85,93","191,65"
NWB_00009,01.11.2011,"87,91","193,12"
NWB_00009,01.12.2011,"89,53","194,32"
NWB_00009,01.01.2012,"89,54","194,34"
NWB_00009,01.02.2012,"89,36","194,21"
NWB_00009,01.03.2012,"90,25","194,87"
NWB_00009,01.04.2012,"93,59","197,37"
NWB_00009,01.05.2012,"92,27","196,36"
NWB_00009,01.06.2012,"89,88","194,25"
NWB_00009,01.07.2012,"92,59","195,70"
NWB_00009,01.08.2012,"93,15","195,58"
NWB_00009,01.09.2012,"89,92","192,91"
NWB_00009,01.10.2012,"86,68","190,45"
NWB_00009,01.11.2012,"90,16","193,07"
NWB_00009,01.12.2012,"90,78","193,56"
NWB_00009,01.01.2013,"90,79","193,61"
NWB_00009,01.02.2013,"90,92","193,75"
NWB_00009,01.03.2013,"94,30","196,33"
NWB_00009,01.04.2013,"110,91","209,01"
NWB_00009,01.05.2013,"111,88","210,50"
NWB_00009,01.06.2013,"99,23","201,00"
NWB_00009,01.07.2013,"103,68","203,93"
NWB_00009,01.08.2013,"109,32","208,12"
NWB_00009,01.09.2013,"104,61","204,88"
NWB_00009,01.10.2013,"104,82","205,21"
NWB_00009,01.11.2013,"111,07","210,21"
NWB_00009,01.12.2013,"113,96","213,04"
NWB_00009,01.01.2014,"112,94","212,96"
NWB_00009,01.02.2014,"112,56","213,23"
NWB_00009,01.03.2014,"114,61","215,21"
NWB_00009,01.04.2014,"129,90","228,19"
NWB_00009,01.05.2014,"109,07","214,22"
NWB_00009,01.06.2014,"98,47","205,97"
NWB_00009,01.07.2014,"106,40","211,36"
NWB_00009,01.08.2014,"100,44","206,74"
NWB_00009,01.09.2014,"99,98","206,18"
NWB_00009,01.10.2014,"105,95","210,70"
NWB_00009,01.11.2014,"112,82","216,07"
NWB_00009,01.12.2014,"112,34","216,07"
NWB_00009,01.01.2015,"103,85","226,51"
NWB_00009,01.02.2015,"104,10","226,70"
NWB_00009,01.03.2015,"105,06","227,42"
NWB_00009,01.04.2015,"116,83","236,55"
NWB_00009,01.05.2015,"114,03","235,01"
NWB_00009,01.06.2015,"103,26","226,26"
NWB_00009,01.07.2015,"103,07","224,91"
NWB_00009,01.08.2015,"101,21","222,61"
NWB_00009,01.09.2015,"96,71","218,68"
NWB_00009,01.10.2015,"90,64","213,80"
NWB_00009,01.11.2015,"99,35","220,22"
NWB_00009,01.12.2015,"101,58","221,89"
NWB_00009,01.01.2016,"102,38","222,49"
NWB_00009,01.02.2016,"102,89","222,88"
NWB_00009,01.03.2016,"109,03","227,48"
NWB_00009,01.04.2016,"129,10","244,11"
NWB_00009,01.05.2016,"109,89","231,07"
NWB_00009,01.06.2016,"102,21","224,45"
NWB_00009,01.07.2016,"107,16","227,35"
NWB_00009,01.08.2016,"98,56","220,00"
NWB_00009,01.09.2016,"99,76","220,14"
NWB_00009,01.10.2016,"99,25","219,50"
NWB_00009,01.11.2016,"106,03","224,54"
NWB_00009,01.12.2016,"107,46","225,61"
NWB_00009,01.01.2017,"107,71","225,80"
NWB_00009,01.02.2017,"107,80","225,89"
NWB_00009,01.03.2017,"108,60","226,49"
NWB_00009,01.04.2017,"119,05","234,48"
NWB_00009,01.05.2017,"107,45","226,16"
NWB_00009,01.06.2017,"97,30","217,83"
NWB_00009,01.07.2017,"98,59","217,64"
NWB_00009,01.08.2017,"92,06","211,69"
NWB_00009,01.09.2017,"91,26","210,21"
NWB_00009,01.10.2017,"91,32","210,03"
NWB_00009,01.11.2017,"99,16","215,84"
NWB_00009,01.12.2017,"104,94","220,15"
NWB_00009,01.01.2018,"105,21","220,35"
NWB_00009,01.02.2018,"104,87","220,09"
NWB_00009,01.03.2018,"105,89","220,86"
NWB_00009,01.04.2018,"113,51","226,58"
NWB_00009,01.05.2018,"112,66","226,07"
NWB_00009,01.06.2018,"101,64","217,68"
NWB_00009,01.07.2018,"97,49","213,86"
NWB_00009,01.08.2018,"99,94","214,83"
NWB_00009,01.09.2018,"103,02","217,01"
NWB_00009,01.10.2018,"93,54","209,84"
NWB_00009,01.11.2018,"103,32","217,23"
NWB_00009,01.12.2018,"105,22","218,79"
NWB_00009,01.01.2019,"105,07","218,81"
NWB_00009,01.02.2019,"105,18","219,00"
NWB_00009,01.03.2019,"108,18","221,33"
NWB_00009,01.04.2019,"118,98","229,90"
NWB_00009,01.05.2019,"104,46","219,32"
NWB_00009,01.06.2019,"99,28","214,96"
NWB_00009,01.07.2019,"94,54","210,44"
NWB_00009,01.08.2019,"94,71","209,55"
NWB_00009,01.09.2019,"102,83","215,25"
NWB_00009,01.10.2019,"93,31","207,99"
NWB_00009,01.11.2019,"99,02","212,29"
NWB_00009,01.12.2019,"100,21","213,33"
NWB_00009,01.01.2020,"100,16","213,45"
NWB_00009,01.02.2020,"100,77","214,02"
NWB_00009,01.03.2020,"106,47","218,42"
NWB_00009,01.04.2020,"119,99","229,87"
NWB_00009,01.05.2020,"104,73","218,90"
NWB_00009,01.06.2020,"98,72","213,51"
NWB_00009,01.07.2020,"99,76","213,37"
NWB_00009,01.08.2020,"94,84","208,67"
NWB_00009,01.09.2020,"92,94","206,74"
NWB_00009,01.10.2020,"87,35","202,37"
NWB_00009,01.11.2020,"92,48","206,14"
NWB_00009,01.12.2020,"93,89","207,19"
NWB_00009,01.01.2021,"94,12","207,36"
NWB_00009,01.02.2021,"95,19","208,16"
NWB_00009,01.03.2021,"95,79","208,61"
NWB_00009,01.04.2021,"106,70","216,85"
NWB_00009,01.05.2021,"95,11","208,06"
NWB_00009,01.06.2021,"93,43","205,99"
NWB_00009,01.07.2021,"93,50","205,06"
NWB_00009,01.08.2021,"90,19","201,75"
NWB_00009,01.09.2021,"92,11","202,62"
NWB_00009,01.10.2021,"89,32","200,44"
NWB_00009,01.11.2021,"92,17","202,54"
NWB_00009,01.12.2021,"94,90","204,58"
NWB_00009,01.01.2022,"96,18","205,54"
NWB_00009,01.02.2022,"96,64","205,89"
NWB_00009,01.03.2022,"97,13","206,26"
NWB_00009,01.04.2022,"107,15","213,84"
NWB_00009,01.05.2022,"95,76","205,30"
NWB_00009,01.06.2022,"93,27","202,83"
NWB_00009,01.07.2022,"95,18","203,55"
NWB_00009,01.08.2022,"92,77","201,04"
NWB_00009,01.09.2022,"88,63","197,47"
NWB_00009,01.10.2022,"79,38","190,36"
NWB_00009,01.11.2022,"90,34","198,56"
NWB_00009,01.12.2022,"92,86","200,43"
NWB_00009,01.01.2023,"93,45","200,87"
NWB_00009,01.02.2023,"93,88","201,19"
NWB_00009,01.03.2023,"97,17","203,66"
NWB_00009,01.04.2023,"110,23","213,56"
NWB_00009,01.05.2023,"98,35","204,73"
NWB_00009,01.06.2023,"94,74","201,38"
NWB_00009,01.07.2023,"93,68","199,87"
NWB_00009,01.08.2023,"94,34","199,68"
NWB_00009,01.09.2023,"112,32","213,05"
NWB_00009,01.10.2023,"106,22","208,60"
NWB_00009,01.11.2023,"121,17","220,21"
NWB_00009,01.12.2023,"128,88","228,00"
NWB_00002,01.01.2000,"77,95","172,25"
NWB_00002,01.02.2000,"78,04","172,32"
NWB_00002,01.03.2000,"79,59","173,49"
NWB_00002,01.04.2000,"86,19","178,43"
NWB_00002,01.05.2000,"91,16","182,13"
NWB_00002,01.06.2000,"96,93","186,50"
NWB_00002,01.07.2000,"86,94","178,85"
NWB_00002,01.08.2000,"84,39","176,67"
NWB_00002,01.09.2000,"80,39","173,55"
NWB_00002,01.10.2000,"91,58","182,03"
NWB_00002,01.11.2000,"99,07","187,69"
NWB_00002,01.12.2000,"99,05","187,79"
NWB_00002,01.01.2001,"98,88","187,80"
NWB_00002,01.02.2001,"98,80","187,89"
NWB_00002,01.03.2001,"105,66","193,21"
NWB_00002,01.04.2001,"116,15","202,13"
NWB_00002,01.05.2001,"95,10","187,00"
NWB_00002,01.06.2001,"98,44","189,40"
NWB_00002,01.07.2001,"99,06","189,78"
NWB_00002,01.08.2001,"92,84","185,02"
NWB_00002,01.09.2001,"93,79","185,73"
NWB_00002,01.10.2001,"95,19","186,55"
NWB_00002,01.11.2001,"104,83","193,92"
NWB_00002,01.12.2001,"106,88","195,81"
NWB_00002,01.01.2002,"109,14","197,91"
NWB_00002,01.02.2002,"110,18","199,09"
NWB_00002,01.03.2002,"117,30","204,98"
NWB_00002,01.04.2002,"124,02","211,64"
NWB_00002,01.05.2002,"108,72","201,79"
NWB_00002,01.06.2002,"100,14","195,55"
NWB_00002,01.07.2002,"98,29","194,02"
NWB_00002,01.08.2002,"94,08","190,63"
NWB_00002,01.09.2002,"87,10","185,30"
NWB_00002,01.10.2002,"80,79","181,38"
NWB_00002,01.11.2002,"81,00","181,54"
NWB_00002,01.12.2002,"81,95","182,25"
NWB_00002,01.01.2003,"82,53","182,69"
NWB_00002,01.02.2003,"82,85","182,93"
NWB_00002,01.03.2003,"84,44","184,12"
NWB_00002,01.04.2003,"93,94","191,25"
NWB_00002,01.05.2003,"89,44","187,83"
NWB_00002,01.06.2003,"90,15","188,11"
NWB_00002,01.07.2003,"88,56","186,47"
NWB_00002,01.08.2003,"86,45","184,60"
NWB_00002,01.09.2003,"83,61","182,11"
NWB_00002,01.10.2003,"74,66","175,35"
NWB_00002,01.11.2003,"83,86","182,24"
NWB_00002,01.12.2003,"87,32","184,84"
NWB_00002,01.01.2004,"87,85","185,24"
NWB_00002,01.02.2004,"88,71","185,90"
NWB_00002,01.03.2004,"92,22","188,54"
NWB_00002,01.04.2004,"101,36","195,42"
NWB_00002,01.05.2004,"91,20","187,84"
NWB_00002,01.06.2004,"86,61","183,99"
NWB_00002,01.07.2004,"86,60","183,57"
NWB_00002,01.08.2004,"86,92","183,41"
NWB_00002,01.09.2004,"84,82","181,67"
NWB_00002,01.10.2004,"79,58","177,87"
NWB_00002,01.11.2004,"88,10","184,26"
NWB_00002,01.12.2004,"91,79","187,05"
NWB_00002,01.01.2005,"92,12","187,31"
NWB_00002,01.02.2005,"92,34","187,51"
NWB_00002,01.03.2005,"95,28","189,75"
NWB_00002,01.04.2005,"100,68","193,85"
NWB_00002,01.05.2005,"90,62","186,33"
NWB_00002,01.06.2005,"88,05","184,10"
NWB_00002,01.07.2005,"90,26","185,38"
NWB_00002,01.08.2005,"90,07","185,00"
NWB_00002,01.09.2005,"89,36","184,41"
NWB_00002,01.10.2005,"73,96","172,84"
NWB_00002,01.11.2005,"76,47","174,73"
NWB_00002,01.12.2005,"78,95","176,59"
NWB_00002,01.01.2006,"78,90","176,56"
NWB_00002,01.02.2006,"79,53","177,03"
NWB_00002,01.03.2006,"82,96","179,60"
NWB_00002,01.04.2006,"88,78","183,98"
NWB_00002,01.05.2006,"87,12","182,73"
NWB_00002,01.06.2006,"87,32","182,70"
NWB_00002,01.07.2006,"92,55","186,39"
NWB_00002,01.08.2006,"92,04","185,90"
NWB_00002,01.09.2006,"84,59","180,20"
NWB_00002,01.10.2006,"88,05","182,79"
NWB_00002,01.11.2006,"92,35","186,02"
NWB_00002,01.12.2006,"95,58","188,47"
NWB_00002,01.01.2007,"96,30","189,06"
NWB_00002,01.02.2007,"98,15","190,49"
NWB_00002,01.03.2007,"99,62","191,63"
NWB_00002,01.04.2007,"107,25","197,52"
NWB_00002,01.05.2007,"99,77","192,31"
NWB_00002,01.06.2007,"95,37","189,00"
NWB_00002,01.07.2007,"94,14","187,83"
NWB_00002,01.08.2007,"90,52","184,92"
NWB_00002,01.09.2007,"85,26","180,80"
NWB_00002,01.10.2007,"84,31","180,06"
NWB_00002,01.11.2007,"85,77","181,13"
NWB_00002,01.12.2007,"87,40","182,36"
NWB_00002,01.01.2008,"88,34","183,19"
NWB_00002,01.02.2008,"88,26","183,13"
NWB_00002,01.03.2008,"93,32","186,92"
NWB_00002,01.04.2008,"93,79","187,27"
NWB_00002,01.05.2008,"89,99","184,42"
NWB_00002,01.06.2008,"89,16","183,63"
NWB_00002,01.07.2008,"85,06","180,10"
NWB_00002,01.08.2008,"86,18","180,54"
NWB_00002,01.09.2008,"90,33","183,52"
NWB_00002,01.10.2008,"77,42","173,83"
NWB_00002,01.11.2008,"76,83","173,39"
NWB_00002,01.12.2008,"80,34","176,02"
NWB_00002,01.01.2009,"80,89","176,43"
NWB_00002,01.02.2009,"80,94","176,47"
NWB_00002,01.03.2009,"83,68","178,53"
NWB_00002,01.04.2009,"92,57","185,19"
NWB_00002,01.05.2009,"89,12","182,60"
NWB_00002,01.06.2009,"89,42","182,69"
NWB_00002,01.07.2009,"91,53","184,05"
NWB_00002,01.08.2009,"95,63","187,04"
NWB_00002,01.09.2009,"94,55","186,23"
NWB_00002,01.10.2009,"80,60","175,77"
NWB_00002,01.11.2009,"88,21","181,48"
NWB_00002,01.12.2009,"92,62","184,81"
NWB_00002,01.01.2010,"85,91","176,46"
NWB_00002,01.02.2010,"86,28","176,75"
NWB_00002,01.03.2010,"86,97","177,28"
NWB_00002,01.04.2010,"91,01","180,31"
NWB_00002,01.05.2010,"86,38","176,88"
NWB_00002,01.06.2010,"86,65","177,07"
NWB_00002,01.07.2010,"87,96","177,90"
NWB_00002,01.08.2010,"86,25","176,44"
NWB_00002,01.09.2010,"80,50","172,01"
NWB_00002,01.10.2010,"73,15","166,47"
NWB_00002,01.11.2010,"74,82","167,73"
NWB_00002,01.12.2010,"80,09","171,68"
NWB_00002,01.01.2011,"80,39","171,91"
NWB_00002,01.02.2011,"80,72","172,17"
NWB_00002,01.03.2011,"82,41","173,45"
NWB_00002,01.04.2011,"87,19","177,06"
NWB_00002,01.05.2011,"83,67","174,42"
NWB_00002,01.06.2011,"88,75","178,16"
NWB_00002,01.07.2011,"90,87","179,64"
NWB_00002,01.08.2011,"88,76","177,95"
NWB_00002,01.09.2011,"80,27","171,52"
NWB_00002,01.10.2011,"75,16","167,67"
NWB_00002,01.11.2011,"76,99","169,04"
NWB_00002,01.12.2011,"77,37","169,33"
NWB_00002,01.01.2012,"77,05","169,09"
NWB_00002,01.02.2012,"76,57","168,74"
NWB_00002,01.03.2012,"78,50","170,20"
NWB_00002,01.04.2012,"80,13","171,43"
NWB_00002,01.05.2012,"80,65","171,84"
NWB_00002,01.06.2012,"83,10","173,61"
NWB_00002,01.07.2012,"83,97","174,04"
NWB_00002,01.08.2012,"83,96","173,76"
NWB_00002,01.09.2012,"82,07","172,26"
NWB_00002,01.10.2012,"78,07","169,25"
NWB_00002,01.11.2012,"80,68","171,20"
NWB_00002,01.12.2012,"81,64","171,93"
NWB_00002,01.01.2013,"81,84","172,08"
NWB_00002,01.02.2013,"82,52","172,59"
NWB_00002,01.03.2013,"89,82","178,07"
NWB_00002,01.04.2013,"99,65","185,56"
NWB_00002,01.05.2013,"96,73","183,48"
NWB_00002,01.06.2013,"88,83","177,52"
NWB_00002,01.07.2013,"97,55","183,95"
NWB_00002,01.08.2013,"100,90","186,51"
NWB_00002,01.09.2013,"98,77","185,17"
NWB_00002,01.10.2013,"95,53","182,92"
NWB_00002,01.11.2013,"99,26","185,91"
NWB_00002,01.12.2013,"103,78","189,66"
NWB_00002,01.01.2014,"103,56","189,88"
NWB_00002,01.02.2014,"103,49","190,14"
NWB_00002,01.03.2014,"106,15","192,42"
NWB_00002,01.04.2014,"113,06","198,43"
NWB_00002,01.05.2014,"97,27","187,40"
NWB_00002,01.06.2014,"94,17","185,09"
NWB_00002,01.07.2014,"96,36","186,54"
NWB_00002,01.08.2014,"93,25","184,16"
NWB_00002,01.09.2014,"90,85","182,30"
NWB_00002,01.10.2014,"96,62","186,65"
NWB_00002,01.11.2014,"104,63","192,77"
NWB_00002,01.12.2014,"104,36","192,82"
NWB_00002,01.01.2015,"97,63","207,78"
NWB_00002,01.02.2015,"97,98","208,05"
NWB_00002,01.03.2015,"99,95","209,54"
NWB_00002,01.04.2015,"108,52","216,08"
NWB_00002,01.05.2015,"99,96","209,86"
NWB_00002,01.06.2015,"95,53","206,12"
NWB_00002,01.07.2015,"94,82","204,83"
NWB_00002,01.08.2015,"92,00","202,05"
NWB_00002,01.09.2015,"90,40","200,47"
NWB_00002,01.10.2015,"85,41","196,59"
NWB_00002,01.11.2015,"94,14","203,13"
NWB_00002,01.12.2015,"97,23","205,47"
NWB_00002,01.01.2016,"98,85","206,72"
NWB_00002,01.02.2016,"100,20","207,78"
NWB_00002,01.03.2016,"106,29","212,37"
NWB_00002,01.04.2016,"110,41","215,94"
NWB_00002,01.05.2016,"92,78","202,83"
NWB_00002,01.06.2016,"90,25","200,22"
NWB_00002,01.07.2016,"99,88","206,90"
NWB_00002,01.08.2016,"101,36","207,83"
NWB_00002,01.09.2016,"91,46","200,10"
NWB_00002,01.10.2016,"91,94","200,35"
NWB_00002,01.11.2016,"99,46","206,01"
NWB_00002,01.12.2016,"100,82","207,06"
NWB_00002,01.01.2017,"101,40","207,53"
NWB_00002,01.02.2017,"101,70","207,81"
NWB_00002,01.03.2017,"103,14","208,94"
NWB_00002,01.04.2017,"110,09","214,23"
NWB_00002,01.05.2017,"96,96","204,36"
NWB_00002,01.06.2017,"91,70","199,89"
NWB_00002,01.07.2017,"95,38","201,96"
NWB_00002,01.08.2017,"89,83","197,20"
NWB_00002,01.09.2017,"86,33","194,08"
NWB_00002,01.10.2017,"88,75","195,83"
NWB_00002,01.11.2017,"94,84","200,38"
NWB_00002,01.12.2017,"100,80","204,88"
NWB_00002,01.01.2018,"102,49","206,22"
NWB_00002,01.02.2018,"102,60","206,36"
NWB_00002,01.03.2018,"104,00","207,46"
NWB_00002,01.04.2018,"110,71","212,55"
NWB_00002,01.05.2018,"111,03","213,07"
NWB_00002,01.06.2018,"96,55","202,23"
NWB_00002,01.07.2018,"97,03","202,17"
NWB_00002,01.08.2018,"98,18","202,58"
NWB_00002,01.09.2018,"105,01","207,84"
NWB_00002,01.10.2018,"91,46","197,76"
NWB_00002,01.11.2018,"98,95","203,42"
NWB_00002,01.12.2018,"100,58","204,79"
NWB_00002,01.01.2019,"100,29","204,70"
NWB_00002,01.02.2019,"100,34","204,85"
NWB_00002,01.03.2019,"103,60","207,38"
NWB_00002,01.04.2019,"110,57","212,82"
NWB_00002,01.05.2019,"97,98","203,54"
NWB_00002,01.06.2019,"95,10","201,08"
NWB_00002,01.07.2019,"90,48","196,98"
NWB_00002,01.08.2019,"89,02","195,15"
NWB_00002,01.09.2019,"92,33","197,33"
NWB_00002,01.10.2019,"79,02","187,24"
NWB_00002,01.11.2019,"85,50","192,07"
NWB_00002,01.12.2019,"87,65","193,69"
NWB_00002,01.01.2020,"88,29","194,17"
NWB_00002,01.02.2020,"90,19","195,60"
NWB_00002,01.03.2020,"96,44","200,29"
NWB_00002,01.04.2020,"98,16","201,62"
NWB_00002,01.05.2020,"86,10","192,22"
NWB_00002,01.06.2020,"87,21","192,25"
NWB_00002,01.07.2020,"91,19","194,56"
NWB_00002,01.08.2020,"87,45","191,10"
NWB_00002,01.09.2020,"84,66","188,69"
NWB_00002,01.10.2020,"82,49","186,99"
NWB_00002,01.11.2020,"83,97","188,08"
NWB_00002,01.12.2020,"84,43","188,42"
NWB_00002,01.01.2021,"84,52","188,48"
NWB_00002,01.02.2021,"85,21","188,99"
NWB_00002,01.03.2021,"87,41","190,64"
NWB_00002,01.04.2021,"97,63","198,37"
NWB_00002,01.05.2021,"87,64","191,01"
NWB_00002,01.06.2021,"88,71","191,35"
NWB_00002,01.07.2021,"85,40","188,22"
NWB_00002,01.08.2021,"83,58","186,24"
NWB_00002,01.09.2021,"84,07","186,25"
NWB_00002,01.10.2021,"85,51","187,29"
NWB_00002,01.11.2021,"89,46","190,24"
NWB_00002,01.12.2021,"92,43","192,47"
NWB_00002,01.01.2022,"93,23","193,08"
NWB_00002,01.02.2022,"93,60","193,37"
NWB_00002,01.03.2022,"95,33","194,67"
NWB_00002,01.04.2022,"101,49","199,37"
NWB_00002,01.05.2022,"89,04","190,08"
NWB_00002,01.06.2022,"86,63","187,81"
NWB_00002,01.07.2022,"85,55","186,37"
NWB_00002,01.08.2022,"89,82","189,10"
NWB_00002,01.09.2022,"81,19","182,34"
NWB_00002,01.10.2022,"72,34","175,60"
NWB_00002,01.11.2022,"81,27","182,29"
NWB_00002,01.12.2022,"84,11","184,41"
NWB_00002,01.01.2023,"85,13","185,17"
NWB_00002,01.02.2023,"86,02","185,84"
NWB_00002,01.03.2023,"92,51","190,71"
NWB_00002,01.04.2023,"99,98","196,33"
NWB_00002,01.05.2023,"90,33","189,07"
NWB_00002,01.06.2023,"87,06","186,17"
NWB_00002,01.07.2023,"85,47","184,33"
NWB_00002,01.08.2023,"86,45","184,47"
NWB_00002,01.09.2023,"97,95","192,97"
NWB_00002,01.10.2023,"94,76","190,59"
NWB_00002,01.11.2023,"107,13","199,98"
NWB_00002,01.12.2023,"116,09","207,39"
NWB_00010,01.01.2000,"78,81","149,78"
NWB_00010,01.02.2000,"81,21","151,80"
NWB_00010,01.03.2000,"83,78","154,12"
NWB_00010,01.04.2000,"83,64","154,96"
NWB_00010,01.05.2000,"79,55","152,55"
NWB_00010,01.06.2000,"70,67","145,87"
NWB_00010,01.07.2000,"69,14","144,51"
NWB_00010,01.08.2000,"64,81","140,88"
NWB_00010,01.09.2000,"66,44","141,89"
NWB_00010,01.10.2000,"70,18","144,53"
NWB_00010,01.11.2000,"71,89","145,86"
NWB_00010,01.12.2000,"75,07","148,37"
NWB_00010,01.01.2001,"79,53","151,91"
NWB_00010,01.02.2001,"80,02","152,60"
NWB_00010,01.03.2001,"84,06","156,05"
NWB_00010,01.04.2001,"83,16","156,84"
NWB_00010,01.05.2001,"72,38","149,31"
NWB_00010,01.06.2001,"66,72","144,77"
NWB_00010,01.07.2001,"62,20","140,80"
NWB_00010,01.08.2001,"62,12","140,11"
NWB_00010,01.09.2001,"65,30","142,27"
NWB_00010,01.10.2001,"71,93","147,25"
NWB_00010,01.11.2001,"79,45","153,11"
NWB_00010,01.12.2001,"81,99","155,65"
NWB_00010,01.01.2002,"84,01","157,74"
NWB_00010,01.02.2002,"89,13","162,14"
NWB_00010,01.03.2002,"95,18","168,24"
